"NAME","ELEMENT.x","Axis_0.x","COLOUR.x","DEPTH.x","branch_length_observed_tree","LENGTHTOPARENT.x","NODE_NUMBER.x","PARENTNODE.x","TERMINAL_NODE_FIRST.x","TERMINAL_NODE_LAST.x","TOTAL_LENGTH.x","TREENAME.x","total_length_gui","X_y.x","ELEMENT.y","Axis_0.y","COLOUR.y","DEPTH.y","branch_length_comparison_tree","LENGTHTOPARENT.y","NODE_NUMBER.y","PARENTNODE.y","TERMINAL_NODE_FIRST.y","TERMINAL_NODE_LAST.y","TOTAL_LENGTH.y","TREENAME.y","X_y.y","rank_comparison_tree","sorted_asc_bl_comparison_tree","rwibald_score","rwibald_score_rank","bl_comparison_tree_rwibald_elbow_key","rwibald_type","range_cell_count","non_range_weighted_branch_length_observed_tree","non_range_weighted_branch_length_comparison_tree","diff_non_range_weighted_observed_to_comparison_bl","rank_BaLD"
"basedowii",76,76,NA,10,0.000616709237485364,0.000616709237485364,76,75,38,38,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0764484222582513,47.7,76,76,NA,10,0.000322903652599899,0.000322903652599899,76,75,38,38,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",47.7,313,702,0.000293805584885465,880,"not_key","other",28,0.0172678586495902,0.00904130227279717,0.00822655637679302,861
"baueri",600,600,NA,16,0.000925891529175684,0.000925891529175684,600,599,301,301,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0737786870214098,310.7,600,600,NA,16,0.000361652090911887,0.000361652090911887,600,599,301,301,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",310.7,289,722,0.000564239438263797,908,"not_key","other",25,0.0231472882293921,0.00904130227279717,0.0141059859565949,922
"baxteri",301,301,NA,14,0.00382212614573767,0.00382212614573767,301,300,152,152,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.06556523960236,161.7,301,301,NA,14,0.00100458914142191,0.00100458914142191,301,300,152,152,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",161.7,123,884,0.00281753700431576,987,"key","meso-endemic",9,0.034399135311639,0.00904130227279719,0.0253578330388418,973
"beadleana",402,402,NA,19,0.0137568781017514,0.0137568781017514,402,401,202,202,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0893099582054106,211.7,402,402,NA,19,0.00452065113639859,0.00452065113639859,402,401,202,202,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",211.7,8,999,0.00923622696535281,1009,"key","paleo-endemic",2,0.0275137562035028,0.00904130227279718,0.0184724539307056,947
"beauverdiana",759,759,NA,17,4.0529327758475e-05,4.0529327758475e-05,759,758,381,381,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0708766598541854,390.7,759,759,NA,17,0.000347742395107584,0.000347742395107584,759,758,381,381,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",390.7,298,717,-0.000307213067349109,114,"not_key","other",26,0.00105376252172035,0.00904130227279719,-0.00798753975107683,169
"beckleri",345,345,NA,18,0.000137545330889607,0.000137545330889607,345,344,173,173,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0911994718110937,182.7,345,345,NA,18,0.000167431523570318,0.000167431523570318,345,344,173,173,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",182.7,437,576,-2.9886192680711e-05,436,"not_key","other",54,0.00742744786803878,0.00904130227279717,-0.00161385440475839,636
"benthamii",227,227,NA,13,0.000338418996287396,0.000338418996287396,227,226,114,114,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.100385596646991,123.7,227,227,NA,13,0.00113016278409965,0.00113016278409965,227,226,114,114,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",123.7,110,897,-0.000791743787812254,49,"key","neo-endemic",8,0.00270735197029917,0.0090413022727972,-0.00633395030249803,343
"betchei",433,433,NA,26,0.000223204531291857,0.000223204531291857,433,432,217,217,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.107194623977447,226.7,433,433,NA,26,0.000753441856066432,0.000753441856066432,433,432,217,217,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",226.7,159,851,-0.000530237324774575,70,"not_key","other",12,0.00267845437550228,0.00904130227279719,-0.0063628478972949,339
"bidentata",99,99,NA,13,0.000449615637487391,0.000449615637487391,99,98,50,50,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0971803487736769,59.7,99,99,NA,13,0.000167431523570318,0.000167431523570318,99,98,50,50,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",59.7,437,579,0.000282184113917073,877,"not_key","other",54,0.0242792444243191,0.00904130227279717,0.0152379421515219,928
"bifaria",280,280,NA,16,0.00072774864787294,0.00072774864787294,280,278,141,141,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0782143216722563,150.7,280,280,NA,16,0.00150688371213286,0.00150688371213286,280,278,141,141,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",150.7,75,927,-0.00077913506425992,50,"key","neo-endemic",6,0.00436649188723764,0.00904130227279716,-0.00467481038555952,482
"biflora",170,170,NA,16,0.00119553222376064,0.00119553222376064,170,169,86,86,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.114411223899778,95.7,170,170,NA,16,0.000695484790215168,0.000695484790215168,170,169,86,86,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",95.7,172,835,0.000500047433545472,903,"not_key","other",13,0.0155419189088883,0.00904130227279719,0.00650061663609114,830
"binata",455,455,NA,26,0.000472285241492135,0.000472285241492135,455,454,228,228,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0936995795697594,237.7,455,455,NA,26,0.000753441856066432,0.000753441856066432,455,454,228,228,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",237.7,159,852,-0.000281156614574297,122,"not_key","other",12,0.00566742289790562,0.00904130227279719,-0.00337387937489157,553
"binervata",458,458,NA,27,2.07448970786691e-05,2.07448970786691e-05,458,456,230,230,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0955328305649936,239.7,458,458,NA,27,0.000231828263405056,0.000231828263405056,458,456,230,230,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",239.7,381,635,-0.000211083366326387,150,"not_key","other",39,0.000809050986068095,0.00904130227279718,-0.00823225128672909,126
"binervia",914,914,NA,31,0.000220994276326376,0.000220994276326376,914,913,458,458,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.112504480904871,467.7,914,914,NA,31,0.000334863047140636,0.000334863047140636,914,913,458,458,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",467.7,307,709,-0.00011386877081426,228,"not_key","other",27,0.00596684546081215,0.00904130227279717,-0.00307445681198502,567
"bivenosa",102,102,NA,13,7.55381469853594e-05,7.55381469853594e-05,102,101,52,52,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.092344373514263,61.7,102,102,NA,13,4.58949353949096e-05,4.58949353949096e-05,102,101,52,52,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",61.7,743,271,2.96432115904498e-05,748,"not_key","other",197,0.0148810149561158,0.00904130227279719,0.00583971268331861,815
"blakei",818,818,NA,26,0.000660582677041401,0.000660582677041401,818,817,410,410,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.10380315957955,419.7,818,818,NA,26,0.000102742071281786,0.000102742071281786,818,817,410,410,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",419.7,538,477,0.000557840605759615,907,"not_key","other",88,0.0581312755796433,0.00904130227279717,0.0490899733068461,1007
"blakelyi",116,116,NA,10,0.00046714358238651,0.00046714358238651,116,114,59,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0817322567817908,68.7,116,116,NA,10,0.000301376742426573,0.000301376742426573,116,114,59,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",68.7,324,684,0.000165766839959937,841,"not_key","other",30,0.0140143074715953,0.00904130227279719,0.00497300519879811,801
"blayana",504,504,NA,29,0.00054150398237703,0.00054150398237703,504,503,253,253,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0939889101496797,262.7,504,504,NA,29,0.00301376742426573,0.00301376742426573,504,503,253,253,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",262.7,25,982,-0.0024722634418887,14,"key","neo-endemic",3,0.00162451194713109,0.00904130227279719,-0.0074167903256661,230
"boormanii",428,428,NA,23,0.00057576621912022,0.00057576621912022,428,427,215,215,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.101637231790037,224.7,428,428,NA,23,0.000452065113639859,0.000452065113639859,428,427,215,215,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",224.7,255,754,0.000123701105480361,823,"not_key","other",20,0.0115153243824044,0.00904130227279718,0.00247402210960722,746
"brachybotrya",340,340,NA,18,1.47185150293203e-05,1.47185150293203e-05,340,339,170,170,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0929285671865416,179.7,340,340,NA,18,7.0635174006228e-05,7.0635174006228e-05,340,339,170,170,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",179.7,638,378,-5.59166589769077e-05,329,"not_key","other",128,0.001883969923753,0.00904130227279718,-0.00715733234904418,256
"brachyclada",634,634,NA,20,0.001175988439833,0.001175988439833,634,633,318,318,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0825280905364396,327.7,634,634,NA,20,0.000361652090911887,0.000361652090911887,634,633,318,318,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",327.7,289,723,0.000814336348921113,933,"not_key","other",25,0.029399710995825,0.00904130227279717,0.0203584087230278,953
"brachyphylla",256,256,NA,19,0.000890585052362433,0.000890585052362433,256,255,129,129,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0771867271055192,138.7,256,256,NA,19,0.000502294570710955,0.000502294570710955,256,255,129,129,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",138.7,232,775,0.000388290481651478,893,"not_key","other",18,0.0160305309425238,0.00904130227279719,0.0069892286697266,843
"brachypoda",618,618,NA,19,0.00224401509148026,0.00224401509148026,618,617,310,310,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0887246410988849,319.7,618,618,NA,19,0.00180826045455944,0.00180826045455944,618,617,310,310,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",319.7,57,957,0.00043575463692082,900,"key","meso-endemic",5,0.0112200754574013,0.0090413022727972,0.0021787731846041,742
"brachystachya",864,864,NA,27,2.5169070249775e-05,2.5169070249775e-05,864,863,433,433,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0931754788460593,442.7,864,864,NA,27,3.79886650117529e-05,3.79886650117529e-05,864,863,433,433,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",442.7,793,222,-1.28195947619779e-05,555,"not_key","other",238,0.00599023871944645,0.00904130227279719,-0.00305106355335074,568
"bracteolata",266,266,NA,12,0.00143665247788871,0.00143665247788871,266,265,134,134,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0597008101559033,143.7,266,266,NA,12,0.0012916146103996,0.0012916146103996,266,265,134,134,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",143.7,95,911,0.00014503786748911,834,"key","meso-endemic",7,0.010056567345221,0.0090413022727972,0.00101526507242377,714
"brassii",831,831,NA,27,0.00115892144622615,0.00115892144622615,831,830,417,417,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0850332889480833,426.7,831,831,NA,27,0.00053184131016454,0.00053184131016454,831,830,417,417,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",426.7,225,790,0.00062708013606161,919,"not_key","other",17,0.0197016645858446,0.00904130227279718,0.0106603623130474,892
"brockii",880,880,NA,26,0.00292047603198378,0.00292047603198378,880,879,441,441,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.094275581813949,450.7,880,880,NA,26,0.00100458914142191,0.00100458914142191,880,879,441,441,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",450.7,123,892,0.00191588689056187,975,"key","meso-endemic",9,0.026284284287854,0.00904130227279719,0.0172429820150568,939
"bromilowiana",782,782,NA,24,0.00177096537634814,0.00177096537634814,782,780,392,392,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0805831379608146,401.7,782,782,NA,24,0.00100458914142191,0.00100458914142191,782,780,392,392,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",401.7,123,890,0.00076637623492623,930,"key","meso-endemic",9,0.0159386883871333,0.00904130227279719,0.00689738611433607,838
"browniana",144,144,NA,13,0.000462626484816785,0.000462626484816785,144,143,73,73,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0928851572247213,82.7,144,144,NA,13,0.000231828263405056,0.000231828263405056,144,143,73,73,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",82.7,381,630,0.000230798221411729,865,"not_key","other",39,0.0180424329078546,0.00904130227279718,0.00900113063505743,872
"bulgaensis",915,915,NA,31,0.000653336319205383,0.000653336319205383,915,913,459,459,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.112504480904871,468.7,915,915,NA,31,0.0022603255681993,0.0022603255681993,915,913,459,459,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",468.7,41,974,-0.00160698924899392,21,"key","neo-endemic",4,0.00261334527682153,0.0090413022727972,-0.00642795699597567,333
"burkittii",754,754,NA,19,2.40607868318837e-05,2.40607868318837e-05,754,752,379,379,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0890742842806329,388.7,754,754,NA,19,4.3467799388448e-05,4.3467799388448e-05,754,752,379,379,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",388.7,760,255,-1.94070125565643e-05,510,"not_key","other",208,0.00500464366103181,0.00904130227279719,-0.00403665861176538,522
"buxifolia",485,485,NA,23,0.000177382045288867,0.000177382045288867,485,483,244,244,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.088735778432404,253.7,485,485,NA,23,7.23304181823775e-05,7.23304181823775e-05,485,483,244,244,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",253.7,634,382,0.000105051627106489,812,"not_key","other",125,0.0221727556611084,0.00904130227279719,0.0131314533883112,911
"caesiella",468,468,NA,25,0.00111529408229811,0.00111529408229811,468,467,235,235,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0894110557164358,244.7,468,468,NA,25,0.000452065113639859,0.000452065113639859,468,467,235,235,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",244.7,255,756,0.000663228968658251,921,"not_key","other",20,0.0223058816459622,0.00904130227279718,0.013264579373165,916
"calamifolia",365,365,NA,19,5.21665749315347e-05,5.21665749315347e-05,365,364,183,183,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0900276251891396,192.7,365,365,NA,19,9.13262855838099e-05,9.13262855838099e-05,365,364,183,183,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",192.7,565,448,-3.91597106522752e-05,393,"not_key","other",99,0.00516449091822193,0.00904130227279718,-0.00387681135457525,526
"calantha",216,216,NA,12,0.00117423718860909,0.00117423718860909,216,215,109,109,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0710585605138754,118.7,216,216,NA,12,0.00113016278409965,0.00113016278409965,216,215,109,109,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",118.7,110,896,4.40744045094399e-05,763,"key","meso-endemic",8,0.00939389750887272,0.0090413022727972,0.000352595236075519,697
"calcicola",604,604,NA,18,8.21431321270788e-06,8.21431321270788e-06,604,602,303,303,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0861263088160558,312.7,604,604,NA,18,8.6935598776896e-05,8.6935598776896e-05,604,602,303,303,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",312.7,580,435,-7.87212855641881e-05,270,"not_key","other",104,0.00085428857412162,0.00904130227279719,-0.00818701369867557,140
"camptoclada",203,203,NA,11,0.000458511538808044,0.000458511538808044,203,202,103,103,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0720095627457727,112.7,203,203,NA,11,0.000282540696024912,0.000282540696024912,203,202,103,103,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",112.7,337,669,0.000175970842783132,846,"not_key","other",32,0.0146723692418574,0.00904130227279718,0.00563106696906022,811
"campylophylla",249,249,NA,15,0.00272304600442611,0.00272304600442611,249,248,126,126,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0719203809400386,135.7,249,249,NA,15,0.0012916146103996,0.0012916146103996,249,248,126,126,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",135.7,95,910,0.00143143139402651,956,"key","meso-endemic",7,0.0190613220309828,0.0090413022727972,0.0100200197581856,883
"cana",663,663,NA,28,0.00012851431167807,0.00012851431167807,663,662,332,332,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.126942437755744,341.7,663,663,NA,28,0.000361652090911887,0.000361652090911887,663,662,332,332,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",341.7,289,724,-0.000233137779233817,144,"not_key","other",25,0.00321285779195175,0.00904130227279717,-0.00582844448084542,388
"cangaiensis",522,522,NA,28,0.000478832584821759,0.000478832584821759,522,521,262,262,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0913268363099548,271.7,522,522,NA,28,0.00452065113639859,0.00452065113639859,522,521,262,262,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",271.7,8,1004,-0.00404181855157683,6,"key","neo-endemic",2,0.000957665169643518,0.00904130227279718,-0.00808363710315366,157
"cardiophylla",492,492,NA,24,0.000213815190155301,0.000213815190155301,492,491,247,247,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0895577327672399,256.7,492,492,NA,24,0.000565081392049824,0.000565081392049824,492,491,247,247,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",256.7,212,794,-0.000351266201894523,108,"not_key","other",16,0.00342104304248482,0.00904130227279718,-0.00562025923031237,402
"carneorum",268,268,NA,13,0.000707865194771757,0.000707865194771757,268,267,135,135,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.069353427126354,144.7,268,268,NA,13,0.000322903652599899,0.000322903652599899,268,267,135,135,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",144.7,313,699,0.000384961542171858,892,"not_key","other",28,0.0198202254536092,0.00904130227279717,0.010778923180812,893
"carnosula",44,44,NA,7,0.0053800494028692,0.0053800494028692,44,43,23,23,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0406755816630608,32.7,44,44,NA,7,0.0022603255681993,0.0022603255681993,44,43,23,23,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",32.7,41,966,0.0031197238346699,992,"key","paleo-endemic",4,0.0215201976114768,0.0090413022727972,0.0124788953386796,904
"caroleae",917,917,NA,30,4.98136494622988e-05,4.98136494622988e-05,917,916,460,460,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.102964814204245,469.7,917,917,NA,30,0.000118964503589437,0.000118964503589437,917,916,460,460,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",469.7,497,518,-6.91508541271382e-05,293,"not_key","other",76,0.00378583735913471,0.00904130227279721,-0.0052554649136625,435
"catenulata",862,862,NA,26,8.27322446241483e-05,8.27322446241483e-05,862,861,432,432,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0883744557031314,441.7,862,862,NA,26,0.000153242411403342,0.000153242411403342,862,861,432,432,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",441.7,455,560,-7.05101667791937e-05,290,"not_key","other",59,0.00488120243282475,0.00904130227279718,-0.00416009983997243,517
"cavealis",231,231,NA,14,0.00365689090197675,0.00365689090197675,231,230,116,116,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0922806088190425,125.7,231,231,NA,14,0.00150688371213286,0.00150688371213286,231,230,116,116,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",125.7,75,925,0.00215000718984389,981,"key","meso-endemic",6,0.0219413454118605,0.00904130227279716,0.0129000431390633,909
"cedroides",304,304,NA,16,0.00466252445502012,0.00466252445502012,304,303,153,153,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0760024899163052,162.7,304,304,NA,16,0.00180826045455944,0.00180826045455944,304,303,153,153,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",162.7,57,948,0.00285426400046068,988,"key","meso-endemic",5,0.0233126222751006,0.0090413022727972,0.0142713200023034,923
"celastrifolia",177,177,NA,16,0.000860259310982219,0.000860259310982219,177,176,90,90,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.124959098238712,99.7,177,177,NA,16,0.000430538203466533,0.000430538203466533,177,176,90,90,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",99.7,263,748,0.000429721107515686,899,"not_key","other",21,0.0180654455306266,0.00904130227279719,0.0090241432578294,873
"celsa",936,936,NA,28,0.000403410213542281,0.000403410213542281,936,935,469,469,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.106247168577665,478.7,936,936,NA,28,0.000602753484853146,0.000602753484853146,936,935,469,469,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",478.7,196,820,-0.000199343271310865,159,"not_key","other",15,0.00605115320313422,0.00904130227279719,-0.00299014906966297,572
"chartacea",32,32,NA,9,0.000536748010887714,0.000536748010887714,32,30,18,18,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0602064451645931,27.7,32,32,NA,9,0.00053184131016454,0.00053184131016454,32,30,18,18,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",27.7,225,786,4.90670072317398e-06,704,"not_key","other",17,0.00912471618509114,0.00904130227279718,8.34139122939583e-05,688
"cheelii",912,912,NA,30,0.000180964125028452,0.000180964125028452,912,911,457,457,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.106174009949581,466.7,912,912,NA,30,0.00026592065508227,0.00026592065508227,912,911,457,457,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",466.7,352,664,-8.4956530053818e-05,259,"not_key","other",34,0.00615278025096737,0.00904130227279718,-0.00288852202182981,585
"chinchillensis",484,484,NA,23,0.00171174409023114,0.00171174409023114,484,483,243,243,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.088735778432404,252.7,484,484,NA,23,0.00100458914142191,0.00100458914142191,484,483,243,243,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",252.7,123,889,0.00070715494880923,928,"key","meso-endemic",9,0.0154056968120803,0.00904130227279719,0.00636439453928307,827
"chisholmii",808,808,NA,28,1.0673989721121e-08,1.0673989721121e-08,808,807,405,405,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0970055956982053,414.7,808,808,NA,28,0.000134944810041749,0.000134944810041749,808,807,405,405,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",414.7,476,540,-0.000134934136052028,205,"not_key","other",67,7.15157311315107e-07,0.00904130227279718,-0.00904058711548587,77
"chrysotricha",414,414,NA,21,0.0052072598754947,0.0052072598754947,414,412,208,208,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0959727358926614,217.7,414,414,NA,21,0.00452065113639859,0.00452065113639859,414,412,208,208,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",217.7,8,1000,0.00068660873909611,924,"key","meso-endemic",2,0.0104145197509894,0.00904130227279718,0.00137321747819222,727
"citrinoviridis",768,768,NA,21,2.04515866459243e-05,2.04515866459243e-05,768,767,385,385,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0770237775269669,394.7,768,768,NA,21,0.000177280436721513,0.000177280436721513,768,767,385,385,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",394.7,430,586,-0.000156828850075589,190,"not_key","other",51,0.00104303091894214,0.00904130227279716,-0.00799827135385502,164
"clelandii",872,872,NA,30,0.0001818531715045,0.0001818531715045,872,871,437,437,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.100405784470029,446.7,872,872,NA,30,0.0002205195676292,0.0002205195676292,872,871,437,437,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",446.7,388,627,-3.86663961247e-05,395,"not_key","other",41,0.0074559800316845,0.0090413022727972,-0.0015853222411127,639
"clunies",430,430,NA,24,0.00181809701997636,0.00181809701997636,430,429,216,216,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.105061172981868,225.7,430,430,NA,24,0.00452065113639859,0.00452065113639859,430,429,216,216,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",225.7,8,1001,-0.00270255411642223,13,"key","neo-endemic",2,0.00363619403995272,0.00904130227279718,-0.00540510823284446,423
"clydonophora",175,175,NA,16,0.0031880944903298,0.0031880944903298,175,173,89,89,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0914890420420294,98.7,175,175,NA,16,0.00150688371213286,0.00150688371213286,175,173,89,89,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",98.7,75,924,0.00168121077819694,967,"key","meso-endemic",6,0.0191285669419788,0.00904130227279716,0.0100872646691816,885
"cochlearis",237,237,NA,15,0.000267103335117685,0.000267103335117685,237,235,120,120,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.106412857963705,129.7,237,237,NA,15,0.000170590608920702,0.000170590608920702,237,235,120,120,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",129.7,434,580,9.6512726196983e-05,809,"not_key","other",53,0.0141564767612373,0.00904130227279721,0.0051151744884401,804
"cognata",716,716,NA,26,0.000180297949964631,0.000180297949964631,716,715,359,359,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.099173995883859,368.7,716,716,NA,26,0.000565081392049824,0.000565081392049824,716,715,359,359,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",368.7,212,800,-0.000384783442085193,96,"not_key","other",16,0.0028847671994341,0.00904130227279718,-0.00615653507336309,357
