"NAME","ELEMENT.x","Axis_0.x","COLOUR.x","DEPTH.x","branch_length_observed_tree","LENGTHTOPARENT.x","NODE_NUMBER.x","PARENTNODE.x","TERMINAL_NODE_FIRST.x","TERMINAL_NODE_LAST.x","TOTAL_LENGTH.x","TREENAME.x","total_length_gui","X_y.x","ELEMENT.y","Axis_0.y","COLOUR.y","DEPTH.y","branch_length_comparison_tree","LENGTHTOPARENT.y","NODE_NUMBER.y","PARENTNODE.y","TERMINAL_NODE_FIRST.y","TERMINAL_NODE_LAST.y","TOTAL_LENGTH.y","TREENAME.y","X_y.y","rank_comparison_tree","sorted_asc_bl_comparison_tree","rwibald_score","rwibald_score_rank","bl_comparison_tree_rwibald_elbow_key","rwibald_type"
"497___",723,723,NA,11,6.96645863621102e-07,6.96645863621102e-07,723,551,364,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0555438049542763,380.302929472923,723,723,NA,11,3.66192882656832e-06,3.66192882656832e-06,723,551,364,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",380.302929472923,1005,11,-2.96528296294722e-06,653,"not_key",NA
"498___",551,551,NA,10,3.71245761969726e-06,3.71245761969726e-06,551,317,278,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0448222273485906,339.556805503368,551,551,NA,10,3.13064483130096e-06,3.13064483130096e-06,551,317,278,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",339.556805503368,1006,10,5.818127883963e-07,690,"not_key",NA
"499___",317,317,NA,9,1.27992095143275e-06,1.27992095143275e-06,317,261,161,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0411014971427755,258.237621468306,317,317,NA,9,3.11018310037743e-06,3.11018310037743e-06,317,261,161,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",258.237621468306,1007,9,-1.83026214894468e-06,672,"not_key",NA
"5___",14,14,NA,5,0.000337736630066644,0.000337736630066644,14,13,8,9,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0357242336682038,18.2,14,14,NA,5,0.000251147285355477,0.000251147285355477,14,13,8,9,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",18.2,364,646,8.6589344711167e-05,800,"not_key",NA
"50___",65,65,NA,6,4.41148296920114e-06,4.41148296920114e-06,65,64,34,56,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0318560640154936,50.80546875,65,65,NA,6,6.98709603771034e-06,6.98709603771034e-06,65,64,34,56,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",50.80546875,987,29,-2.5756130685092e-06,660,"not_key",NA
"500___",261,261,NA,8,7.88607909784113e-07,7.88607909784113e-07,261,207,133,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0387932417908374,203.452697452903,261,261,NA,8,3.08893142220608e-06,3.08893142220608e-06,261,207,133,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",203.452697452903,1008,8,-2.30032351242197e-06,666,"not_key",NA
"501___",207,207,NA,7,2.41934137773882e-10,2.41934137773882e-10,207,205,106,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0387925266335262,161.772149507701,207,207,NA,7,3.05862729120338e-06,3.05862729120338e-06,207,205,106,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",161.772149507701,1009,7,-3.05838535706561e-06,651,"not_key",NA
"502___",205,205,NA,6,4.32967528765993e-06,4.32967528765993e-06,205,179,105,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0259896768079158,138.236074753851,205,205,NA,6,3.05759292282624e-06,3.05759292282624e-06,205,179,105,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",138.236074753851,1010,6,1.27208236483369e-06,693,"not_key",NA
"503___",179,179,NA,5,2.07438485529786e-06,2.07438485529786e-06,179,63,92,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0198266794028258,122.296162376925,179,179,NA,5,3.04318487808724e-06,3.04318487808724e-06,179,63,92,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",122.296162376925,1011,5,-9.6880002278938e-07,678,"not_key",NA
"504___",63,63,NA,4,1.43589699735711e-06,1.43589699735711e-06,63,39,34,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0155175525137571,92.5029640009627,63,63,NA,4,3.01276316987577e-06,3.01276316987577e-06,63,39,34,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",92.5029640009627,1012,4,-1.57686617251866e-06,673,"not_key",NA
"505___",39,39,NA,3,1.81101595148089e-06,1.81101595148089e-06,39,33,22,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0100573394200423,63.7655445004813,39,39,NA,3,2.99877355648331e-06,2.99877355648331e-06,39,33,22,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",63.7655445004813,1013,3,-1.18775760500242e-06,676,"not_key",NA
"506___",33,33,NA,2,6.07403080739711e-07,6.07403080739711e-07,33,1,19,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.00822541172853128,46.6077722502407,33,33,NA,2,2.99777926816883e-06,2.99777926816883e-06,33,1,19,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",46.6077722502407,1014,2,-2.39037618742912e-06,663,"not_key",NA
"507___",1,1,NA,1,0,0,1,0,3,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0,32.0874798751203,1,1,NA,1,0,0,1,0,3,510,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",32.0874798751203,1015,1,0,686,"not_key",NA
"51___",114,114,NA,9,0.000440314534132391,0.000440314534132391,114,112,58,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0663212480871571,68.2,114,114,NA,9,0.00025832292207992,0.00025832292207992,114,112,58,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",68.2,360,653,0.000181991612052471,847,"not_key",NA
"52___",112,112,NA,8,0.000506926768811225,0.000506926768811225,112,111,57,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0440164702594632,67.45,112,112,NA,8,0.000205484142563572,0.000205484142563572,112,111,57,59,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",67.45,402,609,0.000301442626247653,884,"not_key",NA
"53___",122,122,NA,11,3.60185498820611e-05,3.60185498820611e-05,122,121,62,63,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0729476928137358,72.2,122,122,NA,11,7.53441856066432e-05,7.53441856066432e-05,122,121,62,63,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",72.2,625,389,-3.93256357245821e-05,392,"not_key",NA
"54___",127,127,NA,12,2.53724962605545e-05,2.53724962605545e-05,127,125,65,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0754487901332057,75.2,127,127,NA,12,0.000131033366272423,0.000131033366272423,127,125,65,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",75.2,483,531,-0.000105660870011868,230,"not_key",NA
"55___",125,125,NA,11,1.83904214666901e-05,1.83904214666901e-05,125,121,64,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0729476928137358,74.45,125,125,NA,11,6.64801637705675e-05,6.64801637705675e-05,125,121,64,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",74.45,654,361,-4.80897423038774e-05,355,"not_key",NA
"56___",121,121,NA,10,1.41338917975531e-05,1.41338917975531e-05,121,119,62,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0697110315920962,73.325,121,121,NA,10,3.94816693135248e-05,3.94816693135248e-05,121,119,62,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",73.325,783,231,-2.53477775159717e-05,467,"not_key",NA
"57___",119,119,NA,9,5.38613918535611e-05,5.38613918535611e-05,119,117,61,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0573767728576307,72.0125,119,119,NA,9,3.94816693135248e-05,3.94816693135248e-05,119,117,61,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",72.0125,783,230,1.43797225400363e-05,722,"not_key",NA
"58___",117,117,NA,8,5.78368077842749e-05,5.78368077842749e-05,117,111,60,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0440164702594632,70.85625,117,117,NA,8,3.91398366787757e-05,3.91398366787757e-05,117,111,60,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",70.85625,787,228,1.86969711054992e-05,732,"not_key",NA
"59___",111,111,NA,7,2.91158313592693e-05,2.91158313592693e-05,111,110,57,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0360096166356641,69.153125,111,111,NA,7,3.28774628101716e-05,3.28774628101716e-05,111,110,57,66,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",69.153125,822,194,-3.7616314509023e-06,643,"not_key",NA
"6___",19,19,NA,6,0.00011040199752964,0.00011040199752964,19,17,11,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0440392088637091,21.2,19,19,NA,6,5.7957065851264e-05,5.7957065851264e-05,19,17,11,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",21.2,689,324,5.2444931678376e-05,776,"not_key",NA
"60___",131,131,NA,8,0.000222869721411265,0.000222869721411265,131,130,67,68,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0389106284012734,77.2,131,131,NA,8,0.000188360464016608,0.000188360464016608,131,130,67,68,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",77.2,421,594,3.4509257394657e-05,756,"not_key",NA
"61___",135,135,NA,9,0.00094091583446124,0.00094091583446124,135,134,69,70,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0462496991283237,79.2,135,135,NA,9,0.000158619338119249,0.000158619338119249,135,134,69,70,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",79.2,446,563,0.000782296496341991,931,"not_key",NA
"62___",149,149,NA,15,0.000225831189057178,0.000225831189057178,149,147,76,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.098016087793574,86.2,149,149,NA,15,0.000393100098817269,0.000393100098817269,149,147,76,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",86.2,277,735,-0.000167268909760091,178,"not_key",NA
"63___",147,147,NA,14,4.17284940887303e-05,4.17284940887303e-05,147,145,75,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0967642329709121,85.45,147,147,NA,14,0.000301376742426573,0.000301376742426573,147,145,75,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",85.45,324,685,-0.000259648248337843,130,"not_key",NA
"64___",145,145,NA,13,0.000121221117068463,0.000121221117068463,145,143,74,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0928851572247213,84.575,145,145,NA,13,0.000282540696024912,0.000282540696024912,145,143,74,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",84.575,337,668,-0.000161319578956449,185,"not_key",NA
"65___",143,143,NA,12,8.64719014326298e-05,8.64719014326298e-05,143,141,73,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0886480340545224,83.6375,143,143,NA,12,0.000184516372914228,0.000184516372914228,143,141,73,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",83.6375,424,592,-9.80444714815982e-05,238,"not_key",NA
"66___",141,141,NA,11,0.000472126676460496,0.000472126676460496,141,139,72,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0645695735550371,82.66875,141,141,NA,11,0.000177280436721513,0.000177280436721513,141,139,72,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",82.66875,430,584,0.000294846239738983,882,"not_key",NA
"67___",139,139,NA,10,0.000203561571709202,0.000203561571709202,139,138,71,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0525594408241943,81.684375,139,139,NA,10,0.000153242411403342,0.000153242411403342,139,138,71,77,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",81.684375,455,558,5.031916030586e-05,773,"not_key",NA
"68___",154,154,NA,12,0.000497738140990235,0.000497738140990235,154,153,78,79,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.101377530259966,88.2,154,154,NA,12,0.00150688371213286,0.00150688371213286,154,153,78,79,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",88.2,75,923,-0.00100914557114262,37,"key","neo-endemic"
"69___",159,159,NA,13,0.000178813682649637,0.000178813682649637,159,157,81,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.105437514509457,91.2,159,159,NA,13,0.000231828263405056,0.000231828263405056,159,157,81,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",91.2,381,631,-5.3014580755419e-05,340,"not_key",NA
"7___",17,17,NA,5,4.77872137672721e-05,4.77872137672721e-05,17,13,10,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0357242336682038,20.45,17,17,NA,5,5.19615073149263e-05,5.19615073149263e-05,17,13,10,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",20.45,713,302,-4.1742935476542e-06,638,"not_key",NA
"70___",157,157,NA,12,4.7209119180125e-05,4.7209119180125e-05,157,153,80,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.101377530259966,90.45,157,157,NA,12,0.000105131421776711,0.000105131421776711,157,153,80,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",90.45,529,484,-5.7922302596586e-05,323,"not_key",NA
"71___",153,153,NA,11,0.00046609558567554,0.00046609558567554,153,152,78,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0612933098918699,89.325,153,153,NA,11,0.000105131421776711,0.000105131421776711,153,152,78,82,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",89.325,529,483,0.000360964163898829,889,"not_key",NA
"72___",169,169,NA,15,0.00146262167650474,0.00146262167650474,169,167,86,87,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0880840337226926,96.2,169,169,NA,15,0.000502294570710955,0.000502294570710955,169,167,86,87,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",96.2,232,771,0.000960327105793785,940,"not_key",NA
"73___",167,167,NA,14,0.000588180278497178,0.000588180278497178,167,166,85,87,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0722031662032687,95.45,167,167,NA,14,0.000334863047140636,0.000334863047140636,167,166,85,87,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",95.45,307,706,0.000253317231356542,869,"not_key",NA
"74___",173,173,NA,15,5.10826650919536e-08,5.10826650919536e-08,173,172,88,89,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0914883268847181,98.2,173,173,NA,15,0.000645807305199799,0.000645807305199799,173,172,88,89,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",98.2,184,821,-0.000645756222534707,61,"not_key",NA
"75___",176,176,NA,15,0.000146160573598227,0.000146160573598227,176,172,90,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0914883268847181,100.2,176,176,NA,15,3.94816693135248e-05,3.94816693135248e-05,176,172,90,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",100.2,783,232,0.000106678904284702,813,"not_key",NA
"76___",172,172,NA,14,8.00214136159726e-05,8.00214136159726e-05,172,166,88,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0722031662032687,99.2,172,172,NA,14,3.75157770655485e-05,3.75157770655485e-05,172,166,88,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",99.2,796,220,4.25056365504241e-05,761,"not_key",NA
"77___",166,166,NA,13,9.52644514269829e-06,9.52644514269829e-06,166,164,85,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0698691871433077,97.325,166,166,NA,13,3.69032745828456e-05,3.69032745828456e-05,166,164,85,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",97.325,799,217,-2.73768294401473e-05,450,"not_key",NA
"78___",164,164,NA,12,3.48583824964492e-05,3.48583824964492e-05,164,162,84,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0612940250491812,95.5125,164,164,NA,12,3.67532612715333e-05,3.67532612715333e-05,164,162,84,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",95.5125,800,213,-1.8948787750841e-06,670,"not_key",NA
"79___",162,162,NA,11,2.8267087401565e-09,2.8267087401565e-09,162,152,83,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0612933098918699,94.10625,162,162,NA,11,3.57363726197517e-05,3.57363726197517e-05,162,152,83,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",94.10625,810,206,-3.57335459110115e-05,413,"not_key",NA
"8___",13,13,NA,4,1.68741497375787e-05,1.68741497375787e-05,13,12,8,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0323831520201632,19.325,13,13,NA,4,4.5663142791905e-05,4.5663142791905e-05,13,12,8,12,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",19.325,746,270,-2.87889930543263e-05,443,"not_key",NA
"80___",152,152,NA,10,3.18754345535608e-05,3.18754345535608e-05,152,138,78,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0525594408241943,91.715625,152,152,NA,10,3.29974535503547e-05,3.29974535503547e-05,152,138,78,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",91.715625,820,195,-1.1220189967939e-06,677,"not_key",NA
"81___",138,138,NA,9,2.28613829560526e-05,2.28613829560526e-05,138,134,71,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0462496991283237,86.7,138,138,NA,9,3.27583415681057e-05,3.27583415681057e-05,138,134,71,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",86.7,823,193,-9.8969586120531e-06,571,"not_key",NA
"82___",134,134,NA,8,2.61176894201081e-05,2.61176894201081e-05,134,130,69,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0389106284012734,82.95,134,134,NA,8,3.21754529281039e-05,3.21754529281039e-05,134,130,69,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",82.95,826,190,-6.0577635079958e-06,615,"not_key",NA
"83___",130,130,NA,7,1.0214830160596e-05,1.0214830160596e-05,130,110,67,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0360096166356641,80.075,130,130,NA,7,3.18355713830887e-05,3.18355713830887e-05,130,110,67,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",80.075,828,186,-2.16207412224927e-05,491,"not_key",NA
"84___",110,110,NA,6,7.85170627631471e-06,7.85170627631471e-06,110,64,57,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0318560640154936,74.6140625,110,110,NA,6,1.70913086442291e-05,1.70913086442291e-05,110,64,57,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",74.6140625,920,96,-9.23960236791439e-06,578,"not_key",NA
"85___",64,64,NA,5,7.57517922712078e-06,7.57517922712078e-06,64,63,34,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0198266794028258,62.709765625,64,64,NA,5,5.69351528513677e-06,5.69351528513677e-06,64,63,34,91,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",62.709765625,991,25,1.88166394198401e-06,698,"not_key",NA
"86___",182,182,NA,8,0.000914798265259982,0.000914798265259982,182,181,92,93,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0542001653511314,102.2,182,182,NA,8,0.000821936570254289,0.000821936570254289,182,181,92,93,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",102.2,148,858,9.2861695005693e-05,807,"not_key",NA
"87___",187,187,NA,9,1.43616693528844e-05,1.43616693528844e-05,187,185,95,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0658248780656769,105.2,187,187,NA,9,2.21600545901892e-05,2.21600545901892e-05,187,185,95,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",105.2,887,129,-7.7983852373048e-06,594,"not_key",NA
"88___",185,185,NA,8,2.75467125937097e-05,2.75467125937097e-05,185,181,94,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0542001653511314,104.45,185,185,NA,8,2.1424886902363e-05,2.1424886902363e-05,185,181,94,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",104.45,891,123,6.1218256913467e-06,705,"not_key",NA
"89___",181,181,NA,7,4.55712025062662e-05,4.55712025062662e-05,181,180,92,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0346501194759432,103.325,181,181,NA,7,2.10752966731869e-05,2.10752966731869e-05,181,180,92,96,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",103.325,896,120,2.44959058330793e-05,739,"not_key",NA
"9___",30,30,NA,8,0.000471068763146641,0.000471068763146641,30,28,17,18,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0503140011385137,27.2,30,30,NA,8,0.000430538203466533,0.000430538203466533,30,28,17,18,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",27.2,263,750,4.0530559680108e-05,760,"not_key",NA
"90___",193,193,NA,9,1.6034656320276e-05,1.6034656320276e-05,193,191,98,99,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0890176855547557,108.2,193,193,NA,9,6.36711427661773e-05,6.36711427661773e-05,193,191,98,99,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",108.2,670,345,-4.76364864459013e-05,360,"not_key",NA
"91___",191,191,NA,8,0.000315192101867878,0.000315192101867878,191,190,97,99,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.044260407089517,107.45,191,191,NA,8,6.36711427661773e-05,6.36711427661773e-05,191,190,97,99,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",107.45,670,344,0.000251520959101701,868,"not_key",NA
"92___",197,197,NA,9,0.000190741144912722,0.000190741144912722,197,196,100,101,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0602374165140242,110.2,197,197,NA,9,5.7957065851264e-05,5.7957065851264e-05,197,196,100,101,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",110.2,689,325,0.000132784079061458,828,"not_key",NA
"93___",202,202,NA,10,8.56573460002125e-06,8.56573460002125e-06,202,200,103,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0710502004705703,113.2,202,202,NA,10,8.07259131499748e-05,8.07259131499748e-05,202,200,103,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",113.2,599,414,-7.21601785499535e-05,284,"not_key",NA
"94___",200,200,NA,9,8.79088126548463e-05,8.79088126548463e-05,200,196,102,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0602374165140242,112.45,200,200,NA,9,7.35065225430665e-05,7.35065225430665e-05,200,196,102,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",112.45,631,383,1.44022901117798e-05,723,"not_key",NA
"95___",196,196,NA,8,5.72652667545061e-05,5.72652667545061e-05,196,190,100,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.044260407089517,111.325,196,196,NA,8,3.24061013361906e-05,3.24061013361906e-05,196,190,100,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",111.325,825,191,2.48591654183155e-05,740,"not_key",NA
"96___",190,190,NA,7,2.4705109546462e-05,2.4705109546462e-05,190,180,97,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0346501194759432,109.3875,190,190,NA,7,2.32424222951084e-05,2.32424222951084e-05,190,180,97,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",109.3875,880,136,1.4626872513536e-06,695,"not_key",NA
"97___",180,180,NA,6,1.13654103254954e-05,1.13654103254954e-05,180,179,92,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0259896768079158,106.35625,180,180,NA,6,1.18652260797863e-05,1.18652260797863e-05,180,179,92,104,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",106.35625,946,70,-4.99815754290899e-07,683,"not_key",NA
"98___",209,209,NA,9,0.00479835766828619,0.00479835766828619,209,208,106,107,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.040090029494639,116.2,209,209,NA,9,0.000821936570254289,0.000821936570254289,209,208,106,107,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",116.2,148,859,0.0039764210980319,995,"not_key",NA
"99___",221,221,NA,14,3.2531240297999e-06,3.2531240297999e-06,221,219,112,113,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0854903142849656,122.2,221,221,NA,14,4.38898168582388e-05,4.38898168582388e-05,221,219,112,113,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",122.2,753,262,-4.06366928284389e-05,387,"not_key",NA
"abbreviata",945,945,NA,28,0.00143612423313967,0.00143612423313967,945,944,473,473,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.102740465515945,482.7,945,945,NA,28,0.00150688371213286,0.00150688371213286,945,944,473,473,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",482.7,75,941,-7.07594789931898e-05,288,"key","meso-endemic"
"acanthaster",240,240,NA,13,0.002500785562237,0.002500785562237,240,239,121,121,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.0614113862505599,130.7,240,240,NA,13,0.000904130227279718,0.000904130227279718,240,239,121,121,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",130.7,136,870,0.00159665533495728,963,"not_key",NA
"acanthoclada",80,80,NA,10,0.000184405029293248,0.000184405029293248,80,78,41,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_RW1",0.077715533478596,50.7,80,80,NA,10,9.13262855838099e-05,9.13262855838099e-05,80,78,41,41,NA,"acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1",50.7,565,451,9.30787437094381e-05,808,"not_key",NA
