"NAME","neg1825000_neg2975000","75000_neg2525000","625000_neg3475000","neg1425000_neg3225000","1775000_neg3725000","neg1425000_neg3475000","neg1225000_neg3775000","neg1425000_neg3275000","1225000_neg1275000","neg1175000_neg3275000","neg1075000_neg2825000","neg1075000_neg2375000","rwibald_type"
"489___","-1.480946e-06","-1.480946e-06","-1.480946e-06","-1.480946e-06","-1.480946e-06","-1.480946e-06",NA,"-1.480946e-06","-1.480946e-06","-1.480946e-06",NA,NA,"other"
"490___","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06","-3.391261e-06",NA,"-3.391261e-06","other"
"491___","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06","-2.539207e-06",NA,"-2.539207e-06","other"
"492___","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06","-3.419411e-06",NA,"-3.419411e-06","other"
"493___","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06","-3.341436e-06",NA,"-3.341436e-06","other"
"494___","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06","-2.951983e-06",NA,"-2.951983e-06","other"
"495___","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06","-2.641756e-06",NA,"-2.641756e-06","other"
"496___","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06","-2.453386e-06",NA,"-2.453386e-06","other"
"497___","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06","-2.965283e-06",NA,"-2.965283e-06","other"
"498___","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","5.818128e-07","other"
"499___","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","-1.830262e-06","other"
"500___","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","-2.300324e-06","other"
"501___","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","-3.058385e-06","other"
"502___","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","1.272082e-06","other"
"503___","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","-9.688e-07","other"
"504___","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","-1.576866e-06","other"
"505___","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","-1.187758e-06","other"
"506___","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","-2.390376e-06","other"
"508___",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"abbreviata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"acanthaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"acanthoclada",NA,NA,NA,"9.307874e-05",NA,"9.307874e-05","9.307874e-05","9.307874e-05",NA,NA,NA,NA,"other"
"acinacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aciphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"acoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"acradenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"acrionastes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"acuaria",NA,NA,NA,"-0.0002825183",NA,"-0.0002825183",NA,NA,NA,NA,NA,NA,"other"
"aculeatissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"acuminata",NA,NA,NA,NA,NA,"-4.666422e-05","-4.666422e-05","-4.666422e-05",NA,NA,NA,NA,"other"
"acutata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"adinophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"adnata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"adoxa",NA,"-6.041402e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"adsurgens",NA,"-4.77892e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"adunca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aemula",NA,NA,NA,NA,NA,NA,"-0.0001349671",NA,NA,NA,NA,NA,"other"
"aestivalis",NA,NA,NA,NA,NA,"-8.332766e-05",NA,NA,NA,NA,NA,NA,"other"
"alata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"alcockii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"alexandri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"amblygona",NA,NA,NA,NA,"0.0001021229",NA,NA,NA,NA,NA,NA,NA,"other"
"amblyophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"ammobia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ampliceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"amyctica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"anasilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"anastema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"anaticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.00144748","other"
"anceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ancistrocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ancistrophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"andrewsii",NA,NA,NA,NA,NA,NA,"0.0002539233",NA,NA,NA,NA,NA,"other"
"aneura",NA,"-6.7123e-06","-6.7123e-06","-6.7123e-06",NA,"-6.7123e-06",NA,"-6.7123e-06",NA,NA,NA,NA,"other"
"anfractuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"angusta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"anthochaera",NA,NA,NA,NA,NA,NA,NA,"-0.000322346",NA,NA,NA,NA,"other"
"aphanoclada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"aphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"applanata",NA,NA,NA,NA,NA,"0.001913034",NA,NA,NA,NA,NA,NA,"other"
"aprepta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aprica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"araneosa",NA,NA,"-0.002016316",NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"arcuatilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"areolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"argutifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"argyraea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"argyrodendron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"argyrophylla",NA,NA,"-0.0002560553",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"arida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"armitii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"arrecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ashbyae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"asperulacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"assimilis",NA,NA,NA,"-6.979458e-05",NA,"-6.979458e-05","-6.979458e-05","-6.979458e-05",NA,NA,NA,NA,"other"
"ataxiphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"atkinsiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"atrox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aulacocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"aulacophylla",NA,NA,NA,NA,NA,NA,NA,"-0.0002072377",NA,NA,NA,NA,"other"
"auratiflora",NA,NA,NA,NA,NA,NA,"0.009757913",NA,NA,NA,NA,NA,"paleo-endemic"
"aureocrinita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"auricoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"auriculiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"auronitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ausfeldii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"axillaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"ayersiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"baeuerlenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"baileyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"balsamea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"bancroftiorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"barattensis",NA,NA,"0.004111101",NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"barringtonensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"bartleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"basedowii",NA,"0.0002938056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"baueri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"baxteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"beadleana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"beauverdiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"beckleri",NA,NA,"-2.988619e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"benthamii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"betchei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"bidentata",NA,NA,NA,NA,NA,"0.0002821841","0.0002821841",NA,NA,NA,NA,NA,"other"
"bifaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"biflora",NA,NA,NA,NA,NA,NA,"0.0005000474",NA,NA,NA,NA,NA,"other"
"binata",NA,NA,NA,NA,NA,NA,"-0.0002811566",NA,NA,NA,NA,NA,"other"
"binervata",NA,NA,NA,NA,"-0.0002110834",NA,NA,NA,NA,NA,NA,NA,"other"
"binervia",NA,NA,NA,NA,"-0.0001138688",NA,NA,NA,NA,NA,NA,NA,"other"
"bivenosa",NA,"2.964321e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"blakei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"blakelyi",NA,NA,NA,NA,NA,"0.0001657668",NA,NA,NA,NA,NA,NA,"other"
"blayana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"boormanii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"brachybotrya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"brachyclada",NA,NA,NA,NA,NA,NA,"0.0008143363",NA,NA,NA,NA,NA,"other"
"brachyphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"brachypoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"brachystachya",NA,NA,"-1.281959e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"bracteolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"brassii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"brockii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"bromilowiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"browniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"bulgaensis",NA,NA,NA,NA,"-0.001606989",NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"burkittii",NA,NA,"-1.940701e-05","-1.940701e-05",NA,NA,NA,"-1.940701e-05",NA,NA,NA,NA,"other"
"buxifolia",NA,NA,NA,NA,"0.0001050516",NA,NA,NA,NA,NA,NA,NA,"other"
"caesiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"calamifolia",NA,NA,"-3.915971e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"calantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"calcicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"camptoclada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"campylophylla",NA,NA,NA,NA,NA,"0.001431431",NA,NA,NA,NA,NA,NA,"meso-endemic"
"cana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cangaiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"cardiophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"carneorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"carnosula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"caroleae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"catenulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cavealis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"cedroides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"celastrifolia",NA,NA,NA,NA,NA,NA,"0.0004297211",NA,NA,NA,NA,NA,"other"
"celsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"chartacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cheelii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"chinchillensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"chisholmii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"chrysotricha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"citrinoviridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"clelandii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"clunies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"clydonophora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"cochlearis",NA,NA,NA,NA,NA,NA,"9.651273e-05",NA,NA,NA,NA,NA,"other"
"cognata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"colei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"colletioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"complanata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"concurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"conferta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"congesta",NA,NA,NA,NA,NA,"0.001446315",NA,NA,NA,NA,NA,NA,"other"
"consobrina",NA,NA,NA,NA,NA,NA,"0.0005865106",NA,NA,NA,NA,NA,"other"
"conspersa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"constablei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"continua",NA,NA,"6.405845e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"coolgardiensis",NA,NA,NA,NA,NA,"6.122007e-05",NA,"6.122007e-05",NA,"6.122007e-05",NA,NA,"other"
"coriacea","-4.708639e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"costata",NA,NA,NA,NA,NA,"0.001350569",NA,NA,NA,NA,NA,NA,"other"
"courtii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"covenyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"cowleana",NA,"4.351924e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"craspedocarpa",NA,NA,NA,"-0.0001217961",NA,NA,NA,NA,NA,"-0.0001217961",NA,NA,"other"
"crassa",NA,NA,NA,NA,"-6.821644e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"crassicarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"crassiuscula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cremiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cultriformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cupularis",NA,NA,NA,NA,NA,"-4.59289e-05","-4.59289e-05",NA,NA,NA,NA,NA,"other"
"curranii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"curvata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"cuspidifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cuthbertsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"cyclops",NA,NA,NA,NA,NA,NA,"0.0005151156",NA,NA,NA,NA,NA,"other"
"cyperophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dangarensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"dawsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dealbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"deanei",NA,NA,NA,NA,"-3.961881e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"debilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"declinata",NA,NA,NA,NA,NA,NA,"-0.000345516",NA,NA,NA,NA,NA,"meso-endemic"
"decora",NA,NA,NA,NA,"2.325858e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"decurrens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"delibrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"delphina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dempsteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"denticulosa",NA,NA,NA,NA,NA,"-0.0009291408",NA,NA,NA,NA,NA,NA,"neo-endemic"
"desmondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"diallaga",NA,NA,NA,NA,NA,NA,NA,"-0.004193603",NA,NA,NA,NA,"neo-endemic"
"dictyoneura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"dictyophleba",NA,"1.27698e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"didyma","-0.004520294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"difficilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dimidiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"diphylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"disparrima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"distans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dodonaeifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dolichophylla",NA,"0.008619193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paleo-endemic"
"doratoxylon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dorothea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"drepanocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"drepanophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"drummondii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"dunnii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"elachantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"elata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"elongata",NA,NA,NA,NA,"-8.862377e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"empelioclada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"enervia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"enterocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"epacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"eriopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"errabunda",NA,NA,NA,NA,NA,NA,"0.0001835348",NA,NA,NA,NA,NA,"meso-endemic"
"estrophiolata",NA,"7.971307e-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"euthycarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"excelsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"excentrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"exilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"extensa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"fagonioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"falcata",NA,NA,NA,NA,"-0.0001015796",NA,NA,NA,NA,NA,NA,NA,"other"
"falciformis",NA,NA,NA,NA,"-2.843744e-05",NA,NA,NA,NA,NA,NA,NA,"other"
"faucium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"neo-endemic"
"fecunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"filicifolia",NA,NA,NA,NA,"-0.0001368084",NA,NA,NA,NA,NA,NA,NA,"other"
"fimbriata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"flexifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"fragilis",NA,NA,NA,NA,NA,"-6.497662e-05",NA,NA,NA,NA,NA,NA,"other"
"fulva",NA,NA,NA,NA,"-0.0004837296",NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"gardneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"gelasina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"genistifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"georginae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"gilbertii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"gillii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"gittinsii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"gladiiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"glaucissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"meso-endemic"
"glaucocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"other"
"glaucoptera",NA,NA,NA,NA,NA,NA,"-0.0001846415",NA,NA,NA,NA,NA,"other"
