ELEMENT,Axis_0,Axis_1,CANAPE_CODE,MIXED,NEO,PALAEO
-175000:-1575000,-175000,-1575000,0,0,0,0
-175000:-1625000,-175000,-1625000,0,0,0,0
-175000:-1675000,-175000,-1675000,0,0,0,0
-175000:-1725000,-175000,-1725000,0,0,0,0
-175000:-1775000,-175000,-1775000,0,0,0,0
-175000:-1825000,-175000,-1825000,0,0,0,0
-175000:-1875000,-175000,-1875000,0,0,0,0
-175000:-1925000,-175000,-1925000,0,0,0,0
-175000:-1975000,-175000,-1975000,0,0,0,0
-175000:-2025000,-175000,-2025000,0,0,0,0
-175000:-2075000,-175000,-2075000,0,0,0,0
-175000:-2125000,-175000,-2125000,0,0,0,0
-175000:-2175000,-175000,-2175000,0,0,0,0
-175000:-2225000,-175000,-2225000,0,0,0,0
-175000:-2275000,-175000,-2275000,0,0,0,0
-175000:-2325000,-175000,-2325000,0,0,0,0
-175000:-2375000,-175000,-2375000,0,0,0,0
-175000:-2425000,-175000,-2425000,0,0,0,0
-175000:-2475000,-175000,-2475000,0,0,0,0
-175000:-2525000,-175000,-2525000,0,0,0,0
-175000:-2575000,-175000,-2575000,0,0,0,0
-175000:-2625000,-175000,-2625000,0,0,0,0
-175000:-2675000,-175000,-2675000,0,0,0,0
-175000:-2725000,-175000,-2725000,0,0,0,0
-175000:-2775000,-175000,-2775000,0,0,0,0
-175000:-2825000,-175000,-2825000,0,0,0,0
-175000:-2875000,-175000,-2875000,0,0,0,0
-175000:-2925000,-175000,-2925000,0,0,0,0
-175000:-2975000,-175000,-2975000,0,0,0,0
-175000:-3075000,-175000,-3075000,0,0,0,0
-175000:-3125000,-175000,-3125000,0,0,0,0
-175000:-3175000,-175000,-3175000,0,0,0,0
-175000:-3225000,-175000,-3225000,0,0,0,0
-175000:-3275000,-175000,-3275000,0,0,0,0
-175000:-3325000,-175000,-3325000,0,0,0,0
-175000:-3425000,-175000,-3425000,0,0,0,0
-1775000:-2475000,-1775000,-2475000,0,0,0,0
-1775000:-2525000,-1775000,-2525000,0,0,0,0
-1775000:-2575000,-1775000,-2575000,0,0,0,0
-1775000:-2625000,-1775000,-2625000,0,0,0,0
-1775000:-2675000,-1775000,-2675000,0,0,0,0
-1775000:-2725000,-1775000,-2725000,0,0,0,0
-1775000:-2775000,-1775000,-2775000,3,1,0,0
-1775000:-2825000,-1775000,-2825000,0,0,0,0
-1775000:-2875000,-1775000,-2875000,0,0,0,0
-1775000:-2925000,-1775000,-2925000,0,0,0,0
-1775000:-2975000,-1775000,-2975000,3,1,0,0
-1775000:-3025000,-1775000,-3025000,3,1,0,0
-1775000:-3075000,-1775000,-3075000,3,1,0,0
-1825000:-2475000,-1825000,-2475000,2,0,0,1
-1825000:-2525000,-1825000,-2525000,2,0,0,1
-1825000:-2575000,-1825000,-2575000,2,0,0,1
-1825000:-2625000,-1825000,-2625000,2,0,0,1
-1825000:-2675000,-1825000,-2675000,2,0,0,1
-1825000:-2725000,-1825000,-2725000,0,0,0,0
-1825000:-2775000,-1825000,-2775000,0,0,0,0
-1825000:-2825000,-1825000,-2825000,3,1,0,0
-1825000:-2875000,-1825000,-2875000,0,0,0,0
-1825000:-2925000,-1825000,-2925000,2,0,0,1
-1825000:-2975000,-1825000,-2975000,1,0,1,0
-1825000:-3025000,-1825000,-3025000,2,0,0,1
-1875000:-2525000,-1875000,-2525000,2,0,0,1
-1875000:-2725000,-1875000,-2725000,0,0,0,0
-1875000:-2775000,-1875000,-2775000,3,1,0,0
-1875000:-2875000,-1875000,-2875000,0,0,0,0
-1875000:-2925000,-1875000,-2925000,0,0,0,0
-225000:-1225000,-225000,-1225000,0,0,0,0
-225000:-1375000,-225000,-1375000,0,0,0,0
-225000:-1425000,-225000,-1425000,0,0,0,0
-225000:-1475000,-225000,-1475000,0,0,0,0
-225000:-1525000,-225000,-1525000,0,0,0,0
-225000:-1575000,-225000,-1575000,0,0,0,0
-225000:-1625000,-225000,-1625000,0,0,0,0
-225000:-1675000,-225000,-1675000,0,0,0,0
-225000:-1725000,-225000,-1725000,0,0,0,0
-225000:-1775000,-225000,-1775000,0,0,0,0
-225000:-1825000,-225000,-1825000,0,0,0,0
-225000:-1875000,-225000,-1875000,0,0,0,0
-225000:-1925000,-225000,-1925000,0,0,0,0
-225000:-1975000,-225000,-1975000,0,0,0,0
-225000:-2025000,-225000,-2025000,0,0,0,0
-225000:-2075000,-225000,-2075000,0,0,0,0
-225000:-2125000,-225000,-2125000,0,0,0,0
-225000:-2175000,-225000,-2175000,0,0,0,0
-225000:-2225000,-225000,-2225000,0,0,0,0
-225000:-2275000,-225000,-2275000,0,0,0,0
-225000:-2325000,-225000,-2325000,0,0,0,0
-225000:-2375000,-225000,-2375000,0,0,0,0
-225000:-2425000,-225000,-2425000,0,0,0,0
-225000:-2475000,-225000,-2475000,0,0,0,0
-225000:-2525000,-225000,-2525000,0,0,0,0
-225000:-2575000,-225000,-2575000,0,0,0,0
-225000:-2625000,-225000,-2625000,3,1,0,0
-225000:-2675000,-225000,-2675000,0,0,0,0
-225000:-2725000,-225000,-2725000,0,0,0,0
-225000:-2775000,-225000,-2775000,0,0,0,0
-225000:-2825000,-225000,-2825000,0,0,0,0
-225000:-2875000,-225000,-2875000,0,0,0,0
-225000:-2925000,-225000,-2925000,0,0,0,0
-225000:-2975000,-225000,-2975000,0,0,0,0
-225000:-3025000,-225000,-3025000,0,0,0,0
-225000:-3075000,-225000,-3075000,0,0,0,0
-225000:-3125000,-225000,-3125000,0,0,0,0
-225000:-3175000,-225000,-3175000,0,0,0,0
-225000:-3225000,-225000,-3225000,0,0,0,0
-225000:-3275000,-225000,-3275000,0,0,0,0
-225000:-3325000,-225000,-3325000,0,0,0,0
-225000:-3425000,-225000,-3425000,0,0,0,0
-25000:-1175000,-25000,-1175000,0,0,0,0
-25000:-1325000,-25000,-1325000,0,0,0,0
-25000:-1375000,-25000,-1375000,0,0,0,0
-25000:-1425000,-25000,-1425000,0,0,0,0
-25000:-1475000,-25000,-1475000,0,0,0,0
-25000:-1525000,-25000,-1525000,0,0,0,0
-25000:-1575000,-25000,-1575000,0,0,0,0
-25000:-1625000,-25000,-1625000,0,0,0,0
-25000:-1675000,-25000,-1675000,0,0,0,0
-25000:-1725000,-25000,-1725000,0,0,0,0
-25000:-1775000,-25000,-1775000,0,0,0,0
-25000:-1825000,-25000,-1825000,0,0,0,0
-25000:-1875000,-25000,-1875000,0,0,0,0
-25000:-1925000,-25000,-1925000,0,0,0,0
-25000:-1975000,-25000,-1975000,0,0,0,0
-25000:-2025000,-25000,-2025000,0,0,0,0
-25000:-2075000,-25000,-2075000,0,0,0,0
-25000:-2175000,-25000,-2175000,0,0,0,0
-25000:-2225000,-25000,-2225000,0,0,0,0
-25000:-2325000,-25000,-2325000,0,0,0,0
-25000:-2375000,-25000,-2375000,0,0,0,0
-25000:-2425000,-25000,-2425000,0,0,0,0
-25000:-2475000,-25000,-2475000,0,0,0,0
-25000:-2525000,-25000,-2525000,0,0,0,0
-25000:-2575000,-25000,-2575000,0,0,0,0
-25000:-2625000,-25000,-2625000,0,0,0,0
-25000:-2675000,-25000,-2675000,0,0,0,0
-25000:-2725000,-25000,-2725000,0,0,0,0
-25000:-2775000,-25000,-2775000,0,0,0,0
-25000:-2825000,-25000,-2825000,0,0,0,0
-25000:-2875000,-25000,-2875000,0,0,0,0
-25000:-2925000,-25000,-2925000,0,0,0,0
-25000:-2975000,-25000,-2975000,0,0,0,0
-25000:-3025000,-25000,-3025000,0,0,0,0
-25000:-3075000,-25000,-3075000,0,0,0,0
-25000:-3125000,-25000,-3125000,0,0,0,0
-25000:-3175000,-25000,-3175000,0,0,0,0
-25000:-3225000,-25000,-3225000,0,0,0,0
-25000:-3275000,-25000,-3275000,0,0,0,0
-25000:-3325000,-25000,-3325000,0,0,0,0
-25000:-3375000,-25000,-3375000,0,0,0,0
-25000:-3425000,-25000,-3425000,0,0,0,0
-25000:-3475000,-25000,-3475000,0,0,0,0
-275000:-1525000,-275000,-1525000,0,0,0,0
-275000:-1575000,-275000,-1575000,0,0,0,0
-275000:-1625000,-275000,-1625000,0,0,0,0
-275000:-1675000,-275000,-1675000,0,0,0,0
-275000:-1725000,-275000,-1725000,0,0,0,0
-275000:-1775000,-275000,-1775000,0,0,0,0
-275000:-1825000,-275000,-1825000,0,0,0,0
-275000:-1875000,-275000,-1875000,0,0,0,0
-275000:-1925000,-275000,-1925000,0,0,0,0
-275000:-1975000,-275000,-1975000,0,0,0,0
-275000:-2025000,-275000,-2025000,0,0,0,0
-275000:-2075000,-275000,-2075000,0,0,0,0
-275000:-2125000,-275000,-2125000,0,0,0,0
-275000:-2175000,-275000,-2175000,0,0,0,0
-275000:-2225000,-275000,-2225000,0,0,0,0
-275000:-2275000,-275000,-2275000,0,0,0,0
-275000:-2325000,-275000,-2325000,0,0,0,0
-275000:-2375000,-275000,-2375000,0,0,0,0
-275000:-2425000,-275000,-2425000,0,0,0,0
-275000:-2475000,-275000,-2475000,0,0,0,0
-275000:-2525000,-275000,-2525000,0,0,0,0
-275000:-2575000,-275000,-2575000,0,0,0,0
-275000:-2625000,-275000,-2625000,0,0,0,0
-275000:-2675000,-275000,-2675000,0,0,0,0
-275000:-2725000,-275000,-2725000,0,0,0,0
-275000:-2775000,-275000,-2775000,0,0,0,0
-275000:-2825000,-275000,-2825000,0,0,0,0
-275000:-2875000,-275000,-2875000,0,0,0,0
-275000:-2925000,-275000,-2925000,0,0,0,0
-275000:-3025000,-275000,-3025000,0,0,0,0
-275000:-3075000,-275000,-3075000,0,0,0,0
-275000:-3125000,-275000,-3125000,0,0,0,0
-275000:-3175000,-275000,-3175000,0,0,0,0
-275000:-3275000,-275000,-3275000,0,0,0,0
-275000:-3425000,-275000,-3425000,0,0,0,0
-275000:-3475000,-275000,-3475000,0,0,0,0
-325000:-1575000,-325000,-1575000,0,0,0,0
-325000:-1625000,-325000,-1625000,0,0,0,0
-325000:-1675000,-325000,-1675000,0,0,0,0
-325000:-1725000,-325000,-1725000,0,0,0,0
-325000:-1775000,-325000,-1775000,0,0,0,0
-325000:-1825000,-325000,-1825000,0,0,0,0
-325000:-1875000,-325000,-1875000,0,0,0,0
-325000:-1925000,-325000,-1925000,0,0,0,0
-325000:-1975000,-325000,-1975000,0,0,0,0
-325000:-2025000,-325000,-2025000,0,0,0,0
-325000:-2075000,-325000,-2075000,0,0,0,0
-325000:-2125000,-325000,-2125000,0,0,0,0
-325000:-2175000,-325000,-2175000,0,0,0,0
-325000:-2225000,-325000,-2225000,0,0,0,0
-325000:-2275000,-325000,-2275000,0,0,0,0
-325000:-2325000,-325000,-2325000,0,0,0,0
-325000:-2375000,-325000,-2375000,0,0,0,0
-325000:-2425000,-325000,-2425000,0,0,0,0
-325000:-2475000,-325000,-2475000,0,0,0,0
-325000:-2525000,-325000,-2525000,0,0,0,0
-325000:-2575000,-325000,-2575000,0,0,0,0
-325000:-2625000,-325000,-2625000,0,0,0,0
-325000:-2675000,-325000,-2675000,0,0,0,0
-325000:-2725000,-325000,-2725000,0,0,0,0
-325000:-2775000,-325000,-2775000,0,0,0,0
-325000:-2825000,-325000,-2825000,0,0,0,0
-325000:-2875000,-325000,-2875000,0,0,0,0
-325000:-3075000,-325000,-3075000,0,0,0,0
-325000:-3175000,-325000,-3175000,0,0,0,0
-325000:-3225000,-325000,-3225000,0,0,0,0
-325000:-3325000,-325000,-3325000,0,0,0,0
-325000:-3375000,-325000,-3375000,0,0,0,0
-325000:-3425000,-325000,-3425000,0,0,0,0
-325000:-3475000,-325000,-3475000,0,0,0,0
-375000:-1575000,-375000,-1575000,0,0,0,0
-375000:-1625000,-375000,-1625000,0,0,0,0
-375000:-1675000,-375000,-1675000,0,0,0,0
-375000:-1725000,-375000,-1725000,0,0,0,0
-375000:-1775000,-375000,-1775000,0,0,0,0
-375000:-1825000,-375000,-1825000,0,0,0,0
-375000:-1875000,-375000,-1875000,0,0,0,0
-375000:-1925000,-375000,-1925000,0,0,0,0
-375000:-1975000,-375000,-1975000,0,0,0,0
-375000:-2025000,-375000,-2025000,0,0,0,0
-375000:-2075000,-375000,-2075000,0,0,0,0
-375000:-2125000,-375000,-2125000,0,0,0,0
-375000:-2175000,-375000,-2175000,0,0,0,0
-375000:-2475000,-375000,-2475000,0,0,0,0
-375000:-2575000,-375000,-2575000,0,0,0,0
-375000:-2625000,-375000,-2625000,0,0,0,0
-375000:-2675000,-375000,-2675000,0,0,0,0
-375000:-2725000,-375000,-2725000,0,0,0,0
-375000:-2775000,-375000,-2775000,0,0,0,0
-375000:-2825000,-375000,-2825000,0,0,0,0
-375000:-2875000,-375000,-2875000,0,0,0,0
-375000:-3025000,-375000,-3025000,0,0,0,0
-375000:-3175000,-375000,-3175000,0,0,0,0
-375000:-3275000,-375000,-3275000,0,0,0,0
-375000:-3325000,-375000,-3325000,0,0,0,0
-375000:-3375000,-375000,-3375000,0,0,0,0
-375000:-3425000,-375000,-3425000,0,0,0,0
-375000:-3475000,-375000,-3475000,0,0,0,0
-425000:-1575000,-425000,-1575000,0,0,0,0
-425000:-1625000,-425000,-1625000,0,0,0,0
-425000:-1675000,-425000,-1675000,0,0,0,0
-425000:-1725000,-425000,-1725000,0,0,0,0
-425000:-1775000,-425000,-1775000,0,0,0,0
-425000:-1825000,-425000,-1825000,0,0,0,0
-425000:-1875000,-425000,-1875000,0,0,0,0
-425000:-1925000,-425000,-1925000,0,0,0,0
-425000:-1975000,-425000,-1975000,0,0,0,0
-425000:-2025000,-425000,-2025000,0,0,0,0
-425000:-2075000,-425000,-2075000,0,0,0,0
-425000:-2125000,-425000,-2125000,0,0,0,0
-425000:-2175000,-425000,-2175000,0,0,0,0
-425000:-2225000,-425000,-2225000,3,1,0,0
-425000:-2275000,-425000,-2275000,0,0,0,0
-425000:-2325000,-425000,-2325000,0,0,0,0
-425000:-2475000,-425000,-2475000,0,0,0,0
-425000:-2675000,-425000,-2675000,0,0,0,0
-425000:-2725000,-425000,-2725000,0,0,0,0
-425000:-2775000,-425000,-2775000,0,0,0,0
-425000:-2825000,-425000,-2825000,0,0,0,0
-425000:-3075000,-425000,-3075000,0,0,0,0
-425000:-3175000,-425000,-3175000,0,0,0,0
-425000:-3275000,-425000,-3275000,0,0,0,0
-425000:-3475000,-425000,-3475000,0,0,0,0
-425000:-3525000,-425000,-3525000,0,0,0,0
-475000:-1525000,-475000,-1525000,3,1,0,0
-475000:-1625000,-475000,-1625000,0,0,0,0
-475000:-1675000,-475000,-1675000,0,0,0,0
-475000:-1725000,-475000,-1725000,0,0,0,0
-475000:-1775000,-475000,-1775000,0,0,0,0
-475000:-1825000,-475000,-1825000,0,0,0,0
-475000:-1875000,-475000,-1875000,0,0,0,0
-475000:-1925000,-475000,-1925000,0,0,0,0
-475000:-1975000,-475000,-1975000,0,0,0,0
-475000:-2025000,-475000,-2025000,0,0,0,0
-475000:-2075000,-475000,-2075000,0,0,0,0
-475000:-2125000,-475000,-2125000,0,0,0,0
-475000:-2175000,-475000,-2175000,0,0,0,0
-475000:-2225000,-475000,-2225000,0,0,0,0
-475000:-2325000,-475000,-2325000,0,0,0,0
-475000:-2375000,-475000,-2375000,0,0,0,0
-475000:-2475000,-475000,-2475000,0,0,0,0
-475000:-2675000,-475000,-2675000,0,0,0,0
-475000:-2725000,-475000,-2725000,0,0,0,0
-475000:-2775000,-475000,-2775000,0,0,0,0
-475000:-2825000,-475000,-2825000,0,0,0,0
-475000:-2875000,-475000,-2875000,0,0,0,0
-475000:-2925000,-475000,-2925000,0,0,0,0
-475000:-3025000,-475000,-3025000,0,0,0,0
-475000:-3175000,-475000,-3175000,0,0,0,0
-475000:-3225000,-475000,-3225000,0,0,0,0
-475000:-3475000,-475000,-3475000,0,0,0,0
-475000:-3525000,-475000,-3525000,3,1,0,0
-525000:-1475000,-525000,-1475000,0,0,0,0
-525000:-1525000,-525000,-1525000,0,0,0,0
-525000:-1575000,-525000,-1575000,0,0,0,0
-525000:-1625000,-525000,-1625000,0,0,0,0
-525000:-1725000,-525000,-1725000,0,0,0,0
-525000:-1775000,-525000,-1775000,0,0,0,0
-525000:-1825000,-525000,-1825000,0,0,0,0
-525000:-1875000,-525000,-1875000,0,0,0,0
-525000:-1925000,-525000,-1925000,0,0,0,0
-525000:-1975000,-525000,-1975000,0,0,0,0
-525000:-2025000,-525000,-2025000,0,0,0,0
-525000:-2125000,-525000,-2125000,0,0,0,0
-525000:-2175000,-525000,-2175000,0,0,0,0
-525000:-2475000,-525000,-2475000,0,0,0,0
-525000:-2675000,-525000,-2675000,0,0,0,0
-525000:-2725000,-525000,-2725000,0,0,0,0
-525000:-2775000,-525000,-2775000,0,0,0,0
-525000:-2825000,-525000,-2825000,0,0,0,0
-525000:-2875000,-525000,-2875000,0,0,0,0
-525000:-2925000,-525000,-2925000,0,0,0,0
-525000:-2975000,-525000,-2975000,0,0,0,0
-525000:-3075000,-525000,-3075000,0,0,0,0
-525000:-3375000,-525000,-3375000,0,0,0,0
-525000:-3475000,-525000,-3475000,0,0,0,0
-525000:-3525000,-525000,-3525000,3,1,0,0
-575000:-1475000,-575000,-1475000,0,0,0,0
-575000:-1525000,-575000,-1525000,0,0,0,0
-575000:-1575000,-575000,-1575000,3,1,0,0
-575000:-1625000,-575000,-1625000,3,1,0,0
-575000:-1675000,-575000,-1675000,0,0,0,0
-575000:-1725000,-575000,-1725000,0,0,0,0
-575000:-1775000,-575000,-1775000,0,0,0,0
-575000:-1825000,-575000,-1825000,0,0,0,0
-575000:-1875000,-575000,-1875000,0,0,0,0
-575000:-1925000,-575000,-1925000,0,0,0,0
-575000:-1975000,-575000,-1975000,0,0,0,0
-575000:-2025000,-575000,-2025000,0,0,0,0
-575000:-2075000,-575000,-2075000,0,0,0,0
-575000:-2175000,-575000,-2175000,0,0,0,0
-575000:-2225000,-575000,-2225000,0,0,0,0
-575000:-2625000,-575000,-2625000,0,0,0,0
-575000:-2675000,-575000,-2675000,0,0,0,0
-575000:-2725000,-575000,-2725000,0,0,0,0
-575000:-2775000,-575000,-2775000,0,0,0,0
-575000:-2825000,-575000,-2825000,0,0,0,0
-575000:-2875000,-575000,-2875000,0,0,0,0
-575000:-2925000,-575000,-2925000,0,0,0,0
-575000:-2975000,-575000,-2975000,0,0,0,0
-575000:-3025000,-575000,-3025000,0,0,0,0
-575000:-3075000,-575000,-3075000,0,0,0,0
-575000:-3125000,-575000,-3125000,0,0,0,0
-575000:-3225000,-575000,-3225000,0,0,0,0
-575000:-3275000,-575000,-3275000,0,0,0,0
-575000:-3375000,-575000,-3375000,0,0,0,0
-575000:-3475000,-575000,-3475000,0,0,0,0
-575000:-3525000,-575000,-3525000,3,1,0,0
-575000:-3575000,-575000,-3575000,3,1,0,0
-625000:-1475000,-625000,-1475000,0,0,0,0
-625000:-1525000,-625000,-1525000,0,0,0,0
-625000:-1575000,-625000,-1575000,0,0,0,0
-625000:-1625000,-625000,-1625000,0,0,0,0
-625000:-1675000,-625000,-1675000,0,0,0,0
-625000:-1725000,-625000,-1725000,0,0,0,0
-625000:-1775000,-625000,-1775000,0,0,0,0
-625000:-1825000,-625000,-1825000,0,0,0,0
-625000:-1875000,-625000,-1875000,0,0,0,0
-625000:-1925000,-625000,-1925000,0,0,0,0
-625000:-1975000,-625000,-1975000,0,0,0,0
-625000:-2025000,-625000,-2025000,0,0,0,0
-625000:-2075000,-625000,-2075000,0,0,0,0
-625000:-2275000,-625000,-2275000,0,0,0,0
-625000:-2325000,-625000,-2325000,3,1,0,0
-625000:-2375000,-625000,-2375000,0,0,0,0
-625000:-2425000,-625000,-2425000,0,0,0,0
-625000:-2475000,-625000,-2475000,0,0,0,0
-625000:-2525000,-625000,-2525000,0,0,0,0
-625000:-2675000,-625000,-2675000,0,0,0,0
-625000:-2775000,-625000,-2775000,0,0,0,0
-625000:-2825000,-625000,-2825000,0,0,0,0
-625000:-2875000,-625000,-2875000,0,0,0,0
-625000:-2925000,-625000,-2925000,0,0,0,0
-625000:-3075000,-625000,-3075000,0,0,0,0
-625000:-3125000,-625000,-3125000,0,0,0,0
-625000:-3175000,-625000,-3175000,0,0,0,0
-625000:-3225000,-625000,-3225000,0,0,0,0
-625000:-3275000,-625000,-3275000,0,0,0,0
-625000:-3325000,-625000,-3325000,0,0,0,0
-625000:-3375000,-625000,-3375000,0,0,0,0
-625000:-3525000,-625000,-3525000,3,1,0,0
-625000:-3575000,-625000,-3575000,0,0,0,0
-675000:-1525000,-675000,-1525000,0,0,0,0
-675000:-1575000,-675000,-1575000,0,0,0,0
-675000:-1625000,-675000,-1625000,0,0,0,0
-675000:-1675000,-675000,-1675000,0,0,0,0
-675000:-1725000,-675000,-1725000,0,0,0,0
-675000:-1775000,-675000,-1775000,0,0,0,0
-675000:-1825000,-675000,-1825000,0,0,0,0
-675000:-1875000,-675000,-1875000,0,0,0,0
-675000:-1925000,-675000,-1925000,0,0,0,0
-675000:-1975000,-675000,-1975000,0,0,0,0
-675000:-2025000,-675000,-2025000,0,0,0,0
-675000:-2075000,-675000,-2075000,0,0,0,0
-675000:-2375000,-675000,-2375000,0,0,0,0
-675000:-2425000,-675000,-2425000,0,0,0,0
-675000:-2475000,-675000,-2475000,0,0,0,0
-675000:-2625000,-675000,-2625000,0,0,0,0
-675000:-2675000,-675000,-2675000,0,0,0,0
-675000:-2725000,-675000,-2725000,0,0,0,0
-675000:-2775000,-675000,-2775000,0,0,0,0
-675000:-2825000,-675000,-2825000,0,0,0,0
-675000:-2925000,-675000,-2925000,0,0,0,0
-675000:-2975000,-675000,-2975000,0,0,0,0
-675000:-3225000,-675000,-3225000,0,0,0,0
-675000:-3325000,-675000,-3325000,0,0,0,0
-675000:-3375000,-675000,-3375000,0,0,0,0
-675000:-3425000,-675000,-3425000,0,0,0,0
-675000:-3575000,-675000,-3575000,0,0,0,0
-725000:-1575000,-725000,-1575000,3,1,0,0
-725000:-1625000,-725000,-1625000,0,0,0,0
-725000:-1675000,-725000,-1675000,0,0,0,0
-725000:-1725000,-725000,-1725000,0,0,0,0
-725000:-1775000,-725000,-1775000,0,0,0,0
-725000:-1825000,-725000,-1825000,0,0,0,0
-725000:-1875000,-725000,-1875000,0,0,0,0
-725000:-1925000,-725000,-1925000,0,0,0,0
-725000:-1975000,-725000,-1975000,0,0,0,0
-725000:-2025000,-725000,-2025000,0,0,0,0
-725000:-2075000,-725000,-2075000,0,0,0,0
-725000:-2125000,-725000,-2125000,0,0,0,0
-725000:-2175000,-725000,-2175000,0,0,0,0
-725000:-2225000,-725000,-2225000,0,0,0,0
-725000:-2425000,-725000,-2425000,0,0,0,0
-725000:-2475000,-725000,-2475000,0,0,0,0
-725000:-2525000,-725000,-2525000,0,0,0,0
-725000:-2575000,-725000,-2575000,0,0,0,0
-725000:-2625000,-725000,-2625000,0,0,0,0
-725000:-2675000,-725000,-2675000,0,0,0,0
-725000:-2725000,-725000,-2725000,0,0,0,0
-725000:-2925000,-725000,-2925000,0,0,0,0
-725000:-2975000,-725000,-2975000,0,0,0,0
-725000:-3125000,-725000,-3125000,0,0,0,0
-725000:-3175000,-725000,-3175000,0,0,0,0
-725000:-3225000,-725000,-3225000,0,0,0,0
-725000:-3325000,-725000,-3325000,0,0,0,0
-725000:-3375000,-725000,-3375000,0,0,0,0
-725000:-3425000,-725000,-3425000,0,0,0,0
-725000:-3575000,-725000,-3575000,0,0,0,0
-725000:-3675000,-725000,-3675000,3,1,0,0
-75000:-1175000,-75000,-1175000,0,0,0,0
-75000:-1225000,-75000,-1225000,0,0,0,0
-75000:-1275000,-75000,-1275000,0,0,0,0
-75000:-1325000,-75000,-1325000,0,0,0,0
-75000:-1375000,-75000,-1375000,0,0,0,0
-75000:-1425000,-75000,-1425000,0,0,0,0
-75000:-1475000,-75000,-1475000,0,0,0,0
-75000:-1525000,-75000,-1525000,0,0,0,0
-75000:-1575000,-75000,-1575000,0,0,0,0
-75000:-1625000,-75000,-1625000,0,0,0,0
-75000:-1675000,-75000,-1675000,0,0,0,0
-75000:-1725000,-75000,-1725000,0,0,0,0
-75000:-1775000,-75000,-1775000,0,0,0,0
-75000:-1825000,-75000,-1825000,0,0,0,0
-75000:-1875000,-75000,-1875000,0,0,0,0
-75000:-1925000,-75000,-1925000,0,0,0,0
-75000:-1975000,-75000,-1975000,0,0,0,0
-75000:-2025000,-75000,-2025000,0,0,0,0
-75000:-2075000,-75000,-2075000,0,0,0,0
-75000:-2125000,-75000,-2125000,0,0,0,0
-75000:-2225000,-75000,-2225000,0,0,0,0
-75000:-2275000,-75000,-2275000,0,0,0,0
-75000:-2325000,-75000,-2325000,0,0,0,0
-75000:-2375000,-75000,-2375000,0,0,0,0
-75000:-2425000,-75000,-2425000,0,0,0,0
-75000:-2475000,-75000,-2475000,0,0,0,0
-75000:-2525000,-75000,-2525000,0,0,0,0
-75000:-2575000,-75000,-2575000,0,0,0,0
-75000:-2625000,-75000,-2625000,0,0,0,0
-75000:-2675000,-75000,-2675000,0,0,0,0
-75000:-2725000,-75000,-2725000,0,0,0,0
-75000:-2775000,-75000,-2775000,0,0,0,0
-75000:-2825000,-75000,-2825000,0,0,0,0
-75000:-2875000,-75000,-2875000,0,0,0,0
-75000:-2925000,-75000,-2925000,0,0,0,0
-75000:-2975000,-75000,-2975000,0,0,0,0
-75000:-3025000,-75000,-3025000,0,0,0,0
-75000:-3075000,-75000,-3075000,0,0,0,0
-75000:-3125000,-75000,-3125000,0,0,0,0
-75000:-3275000,-75000,-3275000,0,0,0,0
-75000:-3325000,-75000,-3325000,0,0,0,0
-75000:-3425000,-75000,-3425000,0,0,0,0
-775000:-1525000,-775000,-1525000,0,0,0,0
-775000:-1625000,-775000,-1625000,0,0,0,0
-775000:-1675000,-775000,-1675000,0,0,0,0
-775000:-1725000,-775000,-1725000,0,0,0,0
-775000:-1775000,-775000,-1775000,3,1,0,0
-775000:-1825000,-775000,-1825000,0,0,0,0
-775000:-1875000,-775000,-1875000,0,0,0,0
-775000:-1925000,-775000,-1925000,0,0,0,0
-775000:-1975000,-775000,-1975000,0,0,0,0
-775000:-2025000,-775000,-2025000,0,0,0,0
-775000:-2075000,-775000,-2075000,0,0,0,0
-775000:-2125000,-775000,-2125000,0,0,0,0
-775000:-2175000,-775000,-2175000,0,0,0,0
-775000:-2275000,-775000,-2275000,0,0,0,0
-775000:-2425000,-775000,-2425000,0,0,0,0
-775000:-2475000,-775000,-2475000,0,0,0,0
-775000:-2675000,-775000,-2675000,0,0,0,0
-775000:-2725000,-775000,-2725000,0,0,0,0
-775000:-2775000,-775000,-2775000,0,0,0,0
-775000:-2825000,-775000,-2825000,0,0,0,0
-775000:-2975000,-775000,-2975000,0,0,0,0
-775000:-3025000,-775000,-3025000,0,0,0,0
-775000:-3075000,-775000,-3075000,0,0,0,0
-775000:-3125000,-775000,-3125000,0,0,0,0
-775000:-3275000,-775000,-3275000,0,0,0,0
-775000:-3325000,-775000,-3325000,0,0,0,0
-775000:-3375000,-775000,-3375000,0,0,0,0
-775000:-3425000,-775000,-3425000,0,0,0,0
-775000:-3525000,-775000,-3525000,0,0,0,0
-775000:-3575000,-775000,-3575000,0,0,0,0
-775000:-3625000,-775000,-3625000,3,1,0,0
-775000:-3675000,-775000,-3675000,3,1,0,0
-775000:-3725000,-775000,-3725000,3,1,0,0
-825000:-1775000,-825000,-1775000,0,0,0,0
-825000:-1825000,-825000,-1825000,0,0,0,0
-825000:-1875000,-825000,-1875000,0,0,0,0
-825000:-1925000,-825000,-1925000,0,0,0,0
-825000:-1975000,-825000,-1975000,0,0,0,0
-825000:-2025000,-825000,-2025000,0,0,0,0
-825000:-2075000,-825000,-2075000,0,0,0,0
-825000:-2175000,-825000,-2175000,0,0,0,0
