ELEMENT,Axis_0,Axis_1,PD,PD_P,PD_P_per_taxon,PD_per_taxon,PE_WE,PE_WE_P,PHYLO_RPD2,PHYLO_RPD_DIFF2,PHYLO_RPD_NULL2,PHYLO_RPE2,PHYLO_RPE_DIFF2,PHYLO_RPE_NULL2
-325000:-2375000,-325000,-2375000,0.103587034357501,0.0112887792819596,0.0112887792819596,0.103587034357501,0.000133032962910585,1.44977579948833e-005,0.520823225963134,-0.0953039313169696,0.0216748768472906,1.1327510613178,1.55905985169299e-005,1.27987149957e-005
-325000:-2425000,-325000,-2425000,0.17989017162626,0.0196041952072319,0.00980209760361593,0.0899450858131301,0.000182418698788565,1.98797507844404e-005,0.510211747060009,-0.172689267523937,0.038423645320197,0.449798128429434,-0.000223138121613331,4.41970509167185e-005
-325000:-2475000,-325000,-2475000,0.314560195450692,0.0342803579555881,0.00685607159111762,0.0629120390901385,0.00109076484220824,0.000118870123356501,0.63262842408949,-0.182667218735483,0.0541871921182266,1.11525978399738,0.000112728282601779,0.000106585142817972
-325000:-2525000,-325000,-2525000,0.447706861560587,0.0487905071761554,0.00609881339701942,0.0559633576950733,0.00170298389398693,0.000185588953474644,0.825372746396629,-0.0947230448243322,0.0591133004926108,1.31929466980901,0.000412154837402119,0.000140672859310128
-325000:-2575000,-325000,-2575000,0.657668945476539,0.071671899983747,0.00551322307567285,0.0505899188828107,0.00253161918403345,0.00027589254168525,0.727469784835032,-0.246380898498326,0.0985221674876847,0.99261052717572,-1.88465975825063e-005,0.000277946419196509
-325000:-2625000,-325000,-2625000,0.532674845941637,0.058050206786826,0.0058050206786826,0.0532674845941637,0.00164001672150728,0.000178726873518973,0.709891082995523,-0.2176865245575,0.0817733990147783,0.996756087405675,-5.33738490792411e-006,0.000179308534733064
-325000:-2675000,-325000,-2675000,0.846909508315169,0.0922950885741867,0.00461475442870933,0.0423454754157584,0.00669611362423421,0.000729733689353651,0.807582025024133,-0.201788310695674,0.114285714285714,1.47452035269293,0.00215489884072509,0.000494895637093738
-325000:-2725000,-325000,-2725000,0.41033380787106,0.0447176407521796,0.00406524006837996,0.0373030734428236,0.00162644946136173,0.000177248331284475,0.687703111567611,-0.186339089152351,0.0650246305418719,0.864530282161065,-0.000254860534276707,0.00020502269838531
-325000:-2775000,-325000,-2775000,0.234427220775875,0.0255475713677524,0.00425792856129206,0.0390712034626459,0.000468964798756331,5.11071693190671e-005,0.551718828473801,-0.190476205892311,0.0463054187192118,0.562976457410053,-0.000364044810408823,9.07802957768133e-005
-325000:-2825000,-325000,-2825000,0.627695444865898,0.0684054271592288,0.00488610193994492,0.0448353889189927,0.00248261080586568,0.000270551672844529,0.73863306985763,-0.222111408470475,0.0926108374384236,1.10962266780362,0.00024526393300507,0.00024382313077657
-325000:-2875000,-325000,-2875000,0.379032388947826,0.0413064531298268,0.00688440885497113,0.0631720648246377,0.00174981059803841,0.000190692066328656,0.710611015708037,-0.154357018997344,0.058128078817734,1.386993038994,0.000488224887912883,0.000137485957728358
-325000:-3075000,-325000,-3075000,0.0950866460233543,0.0103624180987255,0.0103624180987255,0.0950866460233543,0.000160938760590595,1.75388952631774e-005,0.809065720785107,-0.0224398336933781,0.012807881773399,1.11861317981799,1.70652898553573e-005,1.56791423341097e-005
-325000:-3175000,-325000,-3175000,0.191288471603398,0.0208463670044029,0.00521159175110072,0.0478221179008495,0.000280281889096908,3.05447530414463e-005,0.480887784306112,-0.206493459745542,0.0433497536945813,0.462944614446678,-0.000325150986349558,6.59792815128739e-005
-325000:-3225000,-325000,-3225000,0.0864269005520426,0.00941869038347686,0.00941869038347686,0.0864269005520426,0.000139129640656541,1.5162165947618e-005,0.597498171201813,-0.0582210744839357,0.0157635467980296,0.686908500523692,-6.34150076488297e-005,2.20730503932598e-005
-325000:-3325000,-325000,-3325000,0.121476260392472,0.0132383236963397,0.0132383236963397,0.121476260392472,0.000230632871059438,2.51340681071068e-005,0.516803790453263,-0.113576699040993,0.025615763546798,0.692171904512449,-0.000102568851743644,3.63118871818566e-005
-325000:-3375000,-325000,-3375000,0.189155053981193,0.0206138699471921,0.00687128998239735,0.0630516846603976,0.000313219381699713,3.4134237829774e-005,0.445171872263828,-0.235748372686994,0.0463054187192118,0.620686463858246,-0.000191414438977979,5.49943325936132e-005
-325000:-3425000,-325000,-3425000,0.104860921831634,0.0114276058698114,0.0114276058698114,0.104860921831634,5.50235353533814e-005,5.99639278960055e-006,0.399966205443398,-0.157313532921077,0.0285714285714286,0.38082589355171,-8.94612181391226e-005,1.57457591280787e-005
-325000:-3475000,-325000,-3475000,0.168580203248594,0.018371649672037,0.00918582483601849,0.084290101624297,0.000894452591935474,9.74762715349914e-005,0.665972300611341,-0.0845537530643681,0.0275862068965517,1.8024877164481,0.000398220310420657,5.40787438635496e-005
-375000:-1575000,-375000,-1575000,0.142324021811083,0.015510285420482,0.00775514271024101,0.0711620109055413,0.000672335984791028,7.32702947111186e-005,0.425484856805115,-0.192174420459617,0.0364532019704433,1.0456042329149,2.93240653416282e-005,7.00745964913111e-005
-375000:-1625000,-375000,-1625000,0.150748573554322,0.016428382031402,0.00547612734380066,0.0502495245181072,0.000311351943283476,3.39307268379371e-005,0.378972903678932,-0.247033357794619,0.0433497536945813,0.368517840412743,-0.000533524231326576,9.20734985311277e-005
-375000:-1675000,-375000,-1675000,0.542037826037666,0.0590705720900807,0.00295352860450403,0.0271018913018833,0.00312886215745496,0.000340979298406058,0.576506064148384,-0.398174011696193,0.102463054187192,0.586965001783999,-0.00220171487515383,0.000580919300758476
-375000:-1725000,-375000,-1725000,0.418920022687276,0.0456533551929776,0.00326095394235554,0.0299228587633768,0.00210913531669445,0.000229850803371566,0.545154770833791,-0.349522344691359,0.083743842364532,0.732739333436426,-0.000769289820936629,0.000313687000114494
-375000:-1775000,-375000,-1775000,0.366955372334251,0.0399903156828883,0.00399903156828883,0.0366955372334251,0.0013148716007374,0.000143292984270735,0.527145070365346,-0.329163007526395,0.0758620689655172,0.606910824825014,-0.000851627243827627,0.000236102205479774
-375000:-1825000,-375000,-1825000,0.498896357155858,0.0543690713363718,0.00388350509545513,0.0356354540825613,0.00619165097581413,0.000674758010888398,0.64168148146997,-0.278586508662526,0.0847290640394089,1.37244187426355,0.00168023880461631,0.00049164778745218
-375000:-1875000,-375000,-1875000,0.589511663434073,0.0642442086881331,0.00338127414148069,0.0310269296544249,0.00368063063585818,0.000401110304241593,0.679248664775574,-0.278376186781797,0.0945812807881773,1.07799632439061,0.000266304860731977,0.000372088749438306
-375000:-1925000,-375000,-1925000,0.160456980064662,0.0174863914527021,0.00874319572635105,0.0802284900323311,0.000379460037693352,4.13530577297981e-005,0.522020215426254,-0.146919966886792,0.0334975369458128,0.68000123220045,-0.000178568418321997,6.08132099937256e-005
-375000:-1975000,-375000,-1975000,0.417814436588263,0.0455328698684737,0.00650469569549624,0.0596877766554661,0.00171551835173398,0.000186954942256958,0.722122858070325,-0.16077746355565,0.0630541871921182,1.03319494160451,5.51169282912308e-005,0.000180948371627356
-375000:-2025000,-375000,-2025000,0.468310483128651,0.0510358628592632,0.00463962389629666,0.0425736802844228,0.00188105526866833,0.000204994938573858,0.719463900029891,-0.182605404533251,0.070935960591133,0.947081327115511,-0.00010510496362913,0.000216449139799011
-375000:-2075000,-375000,-2075000,0.35288120412595,0.0384565312718745,0.0076913062543749,0.0705762408251899,0.000891911764474419,9.71993754873412e-005,0.709697804380957,-0.144346210060226,0.0541871921182266,1.05017352576148,4.26123462399929e-005,9.25555378258676e-005
-375000:-2125000,-375000,-2125000,0.158080428694043,0.017227397998149,0.00574246599938301,0.0526934762313477,0.000350200163578573,3.81643549857878e-005,0.499594541946322,-0.158337016697159,0.0344827586206897,0.73425364002639,-0.000126746962711447,5.19770729150436e-005
-375000:-2175000,-375000,-2175000,0.107225502832567,0.01168529480916,0.01168529480916,0.107225502832567,0.00016002690164915,1.7439522070479e-005,0.474422969251896,-0.118786958161149,0.0246305418719212,0.793202482101371,-4.17209562561894e-005,2.19862172194391e-005
-375000:-2475000,-375000,-2475000,0.0830254998733099,0.00904801019410873,0.00904801019410873,0.0830254998733099,0.000215089970823385,2.34402232040781e-005,1.02041448300226,0.00166101391557207,0.00886699507389163,1.56547946078936,7.76943829471118e-005,1.49731911476238e-005
-375000:-2575000,-375000,-2575000,0.134214453868806,0.0146265153314912,0.0146265153314912,0.134214453868806,0.000442683556353752,4.82430739563746e-005,0.989727537430906,-0.00139302272742406,0.0147783251231527,2.09675466360464,0.000231555586049057,2.30084495786633e-005
-375000:-2625000,-375000,-2625000,0.101653798321447,0.0110780977517246,0.0110780977517246,0.101653798321447,9.39185659891595e-005,1.02351222670466e-005,0.374808973933349,-0.169561154871012,0.0295566502463054,0.297270303981098,-0.000222018023476337,3.44303555719356e-005
-375000:-2675000,-375000,-2675000,0.437477535784691,0.0476757286558165,0.00529730318397961,0.0486086150871878,0.00242169209995516,0.000263912832091611,0.768108961677043,-0.132073865919474,0.0620689655172414,1.48450927631637,0.00079038393732495,0.000177777826182723
-375000:-2725000,-375000,-2725000,0.874279522971645,0.0952778369105723,0.00396990987127385,0.0364283134571519,0.00384389612873307,0.000418902763740571,0.761472476096307,-0.273863778876433,0.12512315270936,0.994195969652016,-2.24403341661834e-005,0.000421348281956115
-375000:-2775000,-375000,-2775000,0.352694941430318,0.0384362326073506,0.00768724652147012,0.0705389882860636,0.00180172646136001,0.000196349789091982,0.764956394048252,-0.108370478996863,0.0502463054187192,1.31487503725625,0.000431462055763203,0.000149329619567275
-375000:-2825000,-375000,-2825000,0.673590736882273,0.073407035950015,0.00458793974687593,0.0420994210551421,0.00422779055500295,0.000460739075327393,0.752607489790557,-0.221418608652843,0.0975369458128079,1.44948896660614,0.00131104496231177,0.000317863113098526
-375000:-2875000,-375000,-2875000,0.0935962097723539,0.0101999923088983,0.0101999923088983,0.0935962097723539,0.000674301973947765,7.34845456335317e-005,1.47899888479025,0.0303127206941133,0.00689655172413793,1.4722741247485,0.000216301685405744,4.99122713618869e-005
-375000:-3025000,-375000,-3025000,0.0994416328743312,0.0108370188597324,0.0108370188597324,0.0994416328743312,7.71686933697013e-005,8.4097430950797e-006,0.73330494284189,-0.0361658437218985,0.0147783251231527,0.657037567524828,-4.02807451158467e-005,1.27994859209659e-005
-375000:-3175000,-375000,-3175000,0.184475875303139,0.0201039391856346,0.0100519695928173,0.0922379376515695,0.000125629512387765,1.36909396570923e-005,0.510137456835477,-0.177144062286807,0.0394088669950739,0.502620802967103,-0.000124319378796486,2.72391026719767e-005
-375000:-3275000,-375000,-3275000,0.0921324914370364,0.0100404782025157,0.0100404782025157,0.0921324914370364,6.17162019907347e-005,6.72575083084026e-006,0.566171409752971,-0.0705964804784392,0.0177339901477833,0.585825650761115,-4.3632892762204e-005,1.14808063151589e-005
-375000:-3325000,-375000,-3325000,0.121476260392472,0.0132383236963397,0.0132383236963397,0.121476260392472,0.000230632871059438,2.51340681071069e-005,0.516803790453263,-0.113576699040993,0.025615763546798,0.692171904512449,-0.000102568851743644,3.63118871818566e-005
-375000:-3375000,-375000,-3375000,0.21148671947312,0.0230475455929961,0.00576188639824903,0.05287167986828,0.000287331346952374,3.13129937221591e-005,0.467865175537821,-0.240538202514312,0.0492610837438424,0.516405934086074,-0.00026907462746945,6.06363940754792e-005
-375000:-3425000,-375000,-3425000,0.0921324914370364,0.0100404782025157,0.0100404782025157,0.0921324914370364,6.17162019907347e-005,6.72575083084025e-006,0.566171409752971,-0.0705964804784392,0.0177339901477833,0.585825650761115,-4.36328927622041e-005,1.14808063151589e-005
-375000:-3475000,-375000,-3475000,0.192637084226086,0.0209933370410374,0.00699777901367915,0.0642123614086953,0.000929377736057387,0.000101282367981601,0.665882409270407,-0.0966588658458709,0.0315270935960591,1.69660579092687,0.000381591243150475,5.96970542734442e-005
-425000:-1575000,-425000,-1575000,0.389730808508632,0.0424723528762268,0.00606747898231812,0.0556758297869475,0.00249331444231133,0.000271718141120203,0.633962326020151,-0.225023085394276,0.0669950738916256,1.11898833339597,0.000265128170927726,0.000242824820430054
-425000:-1625000,-425000,-1625000,0.351887059710427,0.0383481907160237,0.00547831295943196,0.0502695799586324,0.00176226177525909,0.000192048979308322,0.572403140834766,-0.262866834192481,0.0669950738916256,0.778637952280174,-0.000501000335325756,0.000246647339428964
-425000:-1675000,-425000,-1675000,0.418491744321215,0.0456066819777853,0.00325762014127038,0.0298922674515154,0.00218591400206617,0.000238218043906024,0.557720267559664,-0.331869626177923,0.0817733990147783,0.785255837640125,-0.000597782593727815,0.000303363607740789
-425000:-1725000,-425000,-1725000,0.43853020897036,0.047790447600352,0.0047790447600352,0.043853020897036,0.00224170830210833,0.000244298433621533,0.629964991095549,-0.257588170890286,0.0758620689655172,0.93295920852872,-0.000161085176551376,0.000261853285104278
-425000:-1775000,-425000,-1775000,0.354527424349114,0.0386359341948761,0.00482949177435952,0.0443159280436393,0.00182909953084339,0.000199332870339402,0.612741768871864,-0.224064475794799,0.0630541871921182,0.908582965514236,-0.000184034767583791,0.000219388738183732
-425000:-1825000,-425000,-1825000,0.262545420472853,0.0286118559295611,0.0040874079899373,0.037506488638979,0.00133861372796695,0.000145880370188683,0.492220911330585,-0.270843987472318,0.058128078817734,0.693826987265491,-0.000590705471971772,0.000210254678567097
-425000:-1875000,-425000,-1875000,0.415128254862751,0.0452401333035298,0.00502668147816998,0.0461253616514168,0.0052047227384384,0.00056720386467723,0.675275519162982,-0.199625639040157,0.0669950738916256,1.59731484352357,0.00194630267207432,0.000355098349568965
-425000:-1925000,-425000,-1925000,0.554857434052247,0.060467636174939,0.00503896968124492,0.0462381195043539,0.00301392200952012,0.000328453271681574,0.767183133969538,-0.168382441127645,0.0788177339901478,1.32200491706265,0.000734110512134225,0.000248450869919123
-425000:-1975000,-425000,-1975000,0.520653584956485,0.0567401455152206,0.00405286753680147,0.0371895417826061,0.00202363577771973,0.000220533175637734,0.693870454192156,-0.229707785542653,0.0817733990147783,0.688600383807714,-0.000915130777317239,0.000320262928722555
-425000:-2025000,-425000,-2025000,0.256688696513511,0.0279735978260981,0.00466226630434969,0.0427814494189185,0.000784009889377926,8.54403705150584e-005,0.498126347254203,-0.258619714552162,0.0561576354679803,0.650964452347645,-0.000420372141853526,0.000131251975752171
-425000:-2075000,-425000,-2075000,0.462657693981365,0.0504198293044175,0.00360141637888697,0.033046978141526,0.00142612747367831,0.00015541750353361,0.556262247217215,-0.369068162475511,0.0906403940886699,0.610846143563083,-0.000908547941246419,0.00025442986776843
-425000:-2125000,-425000,-2125000,0.175128768200946,0.0190853037004508,0.0047713259251127,0.0437821920502364,0.000428876967055902,4.67384499444332e-005,0.52355630421507,-0.159369674069754,0.0364532019704433,0.883577132951984,-5.65101610865468e-005,5.28968532586199e-005
-425000:-2175000,-425000,-2175000,0.324886715308351,0.0354057285596114,0.00442571606995142,0.0406108394135438,0.00121583860397039,0.000132500498038572,0.53637036549262,-0.280826680154809,0.0660098522167488,0.801318519711397,-0.000301458917629742,0.000165353095902855
-425000:-2225000,-425000,-2225000,0.224001657842296,0.0244114071790839,0.012205703589542,0.112000828921148,0.00213221741862989,0.000232366260597743,0.563126779244777,-0.173780273506645,0.0433497536945813,1.46132815276624,0.000673121859159769,0.000159010322327591
-425000:-2275000,-425000,-2275000,0.106466033218712,0.0116025288057181,0.0116025288057181,0.106466033218712,0.000120797887575302,1.31643955155456e-005,0.420591669207281,-0.146667923094251,0.0275862068965517,0.442029657043533,-0.000152482164227659,2.97817019871341e-005
-425000:-2325000,-425000,-2325000,0.134214453868806,0.0146265153314912,0.0146265153314912,0.134214453868806,0.000442683556353752,4.82430739563746e-005,0.989727537430906,-0.00139302272742406,0.0147783251231527,2.09675466360464,0.000231555586049057,2.30084495786633e-005
-425000:-2475000,-425000,-2475000,0.303757584374811,0.0331031035543896,0.0082757758885974,0.0759393960937029,0.00150230247785023,0.000163718955681872,0.699992710577196,-0.130186340733124,0.0472906403940887,1.27104746382213,0.000320361975539871,0.000128806327333802
-425000:-2675000,-425000,-2675000,0.69406289979718,0.0756380654413421,0.00420211474674123,0.0385590499887322,0.00325185971632907,0.000354383411217684,0.69164537317984,-0.309432427014919,0.10935960591133,1.05706409043382,0.000175546987746548,0.000335252530499115
-425000:-2725000,-425000,-2725000,0.209412894534185,0.0228215428683282,0.00760718095610941,0.0698042981780616,0.000447028215748229,4.87165492447034e-005,0.551520619317932,-0.170288039935258,0.0413793103448276,0.66722005530368,-0.000222957963766066,7.30142160108338e-005
-425000:-2775000,-425000,-2775000,0.188771495079501,0.0205720702006342,0.00411441404012683,0.0377542990159003,0.000283994064954797,3.09493011026534e-005,0.464014472303193,-0.218050934709188,0.0443349753694581,0.455547093197008,-0.000339419121510163,6.79387522494166e-005
-425000:-2825000,-425000,-2825000,0.442017453741638,0.0481704829664507,0.00602131037080634,0.0552521817177048,0.00196924656911563,0.000214605910946159,0.814884003515791,-0.10041245264328,0.0591133004926108,1.32436448114328,0.000482309553547493,0.000162044447734582
-425000:-3075000,-425000,-3075000,0.104860921831634,0.0114276058698114,0.0114276058698114,0.104860921831634,5.50235353533814e-005,5.99639278960055e-006,0.399966205443398,-0.157313532921077,0.0285714285714286,0.38082589355171,-8.94612181391227e-005,1.57457591280787e-005
-425000:-3175000,-425000,-3175000,0.21567694418806,0.0235041907922932,0.00783473026409772,0.0718923147293534,0.000222713228722334,2.42709958617225e-005,0.518625079438643,-0.200185984040378,0.045320197044335,0.532116195158055,-0.000195829245175085,4.56122104205329e-005
-425000:-3275000,-425000,-3275000,0.136061990716555,0.01482785747647,0.00741392873823499,0.0680309953582774,0.00015210725168795,1.65764489942308e-005,0.430007866817629,-0.180355454674648,0.0344827586206897,0.48584406551856,-0.000160971084517722,3.41188668766348e-005
-425000:-3475000,-425000,-3475000,0.145533141369963,0.0158600110653402,0.0079300055326701,0.0727665706849817,0.000265558015181352,2.89401645537164e-005,0.53659704104401,-0.125681811822496,0.0295566502463054,0.690198620943532,-0.000119197919013826,4.19301975917511e-005
-425000:-3525000,-425000,-3525000,0.186702572555393,0.0203466017347108,0.0101733008673554,0.0933512862776965,0.00128021220096517,0.000139515848295168,0.68839335869105,-0.0845123806370664,0.0295566502463054,0.911640273199733,-0.000124083153903038,0.000153038267830672
-475000:-1525000,-475000,-1525000,0.321246437603983,0.0350090158649722,0.00437612698312153,0.0401558047004979,0.0137044157363386,0.00149348927107823,0.546679247737643,-0.266385960979679,0.0640394088669951,1.19691826370717,0.00225466502914129,0.00124777883032088
-475000:-1625000,-475000,-1625000,0.239921234047411,0.0261463017356908,0.00871543391189693,0.0799737446824702,0.000763981724855886,8.32577273868482e-005,0.915120560749178,-0.0222532207053002,0.0285714285714286,0.98832717522557,-9.02315045933453e-006,8.42410585015492e-005
-475000:-1675000,-475000,-1675000,0.524153555170696,0.0571215676834169,0.00408011197738692,0.0374395396550497,0.00302294522089546,0.000329436609434821,0.637125178007342,-0.298531802846431,0.0896551724137931,0.968864713326149,-9.71449003739741e-005,0.000340023333395901
-475000:-1725000,-475000,-1725000,0.32091332159336,0.0349727133185914,0.00699454266371829,0.0641826643186721,0.00163924670583066,0.00017864295821943,0.669760453176799,-0.158233095713318,0.0522167487684729,1.10688054818277,0.000158285902497453,0.000161393167955402
-475000:-1775000,-475000,-1775000,0.217897157458048,0.0237461467254775,0.00791538224182585,0.0726323858193494,0.000868344318205627,9.46310260716253e-005,0.560519509915342,-0.170844275451144,0.0423645320197044,0.938720299306956,-5.66855536813591e-005,0.000100808543440991
-475000:-1825000,-475000,-1825000,0.351110944191373,0.0382636106636432,0.00765272213272864,0.0702221888382746,0.00152159593720141,0.000165821531603191,0.706137542247233,-0.146116469994802,0.0541871921182266,1.17405194999585,0.000225574975601888,0.000141238666316067
-475000:-1875000,-475000,-1875000,0.401939805289385,0.0438028733488606,0.00486698592765118,0.0446599783654872,0.00507188779902144,0.000552727687023225,0.683998714601438,-0.185692593294277,0.0640394088669951,1.60806549478518,0.00191785718554882,0.000343722123766523
-475000:-1925000,-475000,-1925000,0.168958261693401,0.0184128499860104,0.0092064249930052,0.0844791308467003,0.000643408257955998,7.01177889424675e-005,0.602872346316147,-0.111297189938807,0.0305418719211823,0.781288845532593,-0.000180113364853548,8.97463074551759e-005
-475000:-1975000,-475000,-1975000,0.802019387433054,0.0874030220166119,0.00301389731091765,0.0276558409459674,0.00756343672613341,0.000824253424610225,0.67207626777925,-0.391326406613768,0.130049261083744,1.14285954888363,0.000945443523450262,0.000721220228168345
-475000:-2025000,-475000,-2025000,0.195535503747244,0.0213092030028715,0.00426184060057431,0.0391071007494487,0.00038281583701592,4.17187683431195e-005,0.432576820958292,-0.256489418240189,0.0492610837438424,0.530079144327935,-0.000339370351805517,7.87029046313697e-005
-475000:-2075000,-475000,-2075000,0.331415870924604,0.0361172673840078,0.00515960962628682,0.0473451244178005,0.00084097245200802,9.16480759567131e-005,0.495392248577944,-0.337581013616796,0.0729064039408867,0.65774849669999,-0.000437589880292682,0.000139336047769814
-475000:-2125000,-475000,-2125000,0.377231358020545,0.0411101791391274,0.00513877239239092,0.0471539197525681,0.00199506627276654,0.000217419708420414,0.662330663908163,-0.19232004368362,0.0620689655172414,1.05969821019614,0.000112392268441032,0.000205171346264869
-475000:-2175000,-475000,-2175000,0.707382123665072,0.0770895770072851,0.0042827542781825,0.0392990068702818,0.0041829602056597,0.000455853522593809,0.663101022562664,-0.359396692225268,0.116256157635468,1.00276834461635,1.15479067801773e-005,0.000454595046843261
-475000:-2225000,-475000,-2225000,0.137945718933184,0.0150331437094104,0.0150331437094104,0.137945718933184,0.000827389949617943,9.01678726423766e-005,0.635776702710482,-0.0790262436207838,0.0236453201970443,2.90626810548662,0.000542698407204514,3.10253112822428e-005
-475000:-2325000,-475000,-2325000,0.0994416328743312,0.0108370188597324,0.0108370188597324,0.0994416328743312,7.71686933697013e-005,8.4097430950797e-006,0.73330494284189,-0.0361658437218985,0.0147783251231527,0.657037567524828,-4.02807451158467e-005,1.27994859209659e-005
-475000:-2375000,-475000,-2375000,0.107225502832567,0.01168529480916,0.01168529480916,0.107225502832567,0.00016002690164915,1.7439522070479e-005,0.474422969251896,-0.118786958161149,0.0246305418719212,0.793202482101371,-4.17209562561893e-005,2.19862172194391e-005
-475000:-2475000,-475000,-2475000,0.163825955939089,0.0178535380293808,0.0089267690146904,0.0819129779695447,0.000252119199869686,2.74756200689227e-005,0.453033527495538,-0.197793981650856,0.0394088669950739,0.452835078324325,-0.000304638021330205,6.06746724891406e-005
-475000:-2675000,-475000,-2675000,0.139836522778139,0.0152392010350552,0.00507973367835172,0.0466121742593795,0.00079875482071124,8.70472538125856e-005,0.407047080278447,-0.20370241793231,0.0374384236453202,0.934568919406148,-5.59224578984443e-005,9.31416100033563e-005
-475000:-2725000,-475000,-2725000,0.180107531974525,0.0196278828531948,0.00654262761773162,0.0600358439915085,0.000396185587241178,4.31757862052873e-005,0.442717802133173,-0.226714897814164,0.0443349753694581,0.494845029033195,-0.000404439990457818,8.72511264579986e-005
-475000:-2775000,-475000,-2775000,0.180875261966545,0.0197115490618262,0.00985577453091308,0.0904376309832726,0.000496811195010072,5.41418330977556e-005,0.58844771463981,-0.126501684984909,0.0334975369458128,1.2391004852104,9.58661538775025e-005,4.36944652544157e-005
-475000:-2825000,-475000,-2825000,0.443968908600837,0.0483831499601613,0.00537590555112903,0.0493298787334263,0.00251577452142114,0.000274165811113834,0.722189664846525,-0.170784985302071,0.0669950738916256,0.887816473441198,-0.000317890539635834,0.000308809105615219
-475000:-2875000,-475000,-2875000,0.224637795839503,0.0244807326645357,0.00612018316613392,0.0561594489598758,0.000781576175782209,8.51751475961095e-005,0.528679652223483,-0.200265630828683,0.0463054187192118,0.862288080971953,-0.000124821805390432,9.87780644029103e-005
-475000:-2925000,-475000,-2925000,0.0879171891417497,0.00958110008136979,0.00958110008136979,0.0879171891417497,0.000362744519025329,3.95314224064472e-005,0.810401381882528,-0.0205687921352341,0.0118226600985222,2.16635864535704,0.000195300167277401,1.82478660637154e-005
-475000:-3025000,-475000,-3025000,0.0749681824266985,0.00816993429567568,0.00816993429567568,0.0749681824266985,0.000158001223123505,1.72187662788489e-005,0.829248331011081,-0.015436801970788,0.00985221674876847,0.685080943663672,-7.26302439824793e-005,2.51339151060989e-005
-475000:-3175000,-475000,-3175000,0.104860921831634,0.0114276058698114,0.0114276058698114,0.104860921831634,5.50235353533814e-005,5.99639278960055e-006,0.399966205443398,-0.157313532921077,0.0285714285714286,0.38082589355171,-8.94612181391227e-005,1.57457591280787e-005
-475000:-3225000,-475000,-3225000,0.234239848895358,0.0255271518257129,0.00510543036514257,0.0468479697790715,0.000456671056427459,4.9767413387635e-005,0.439153544120314,-0.299149559049813,0.058128078817734,0.576310801830287,-0.000335733068182269,8.63551632722834e-005
-475000:-3475000,-475000,-3475000,0.264427278272423,0.0288169383269012,0.00576338766538024,0.0528854556544847,0.00135393505907218,0.000147550068778139,0.696409342900112,-0.11527365619702,0.0413793103448276,1.41585733224419,0.000397669884440396,0.000104212525808844
-475000:-3525000,-475000,-3525000,0.120569334724942,0.0131394881253691,0.0131394881253691,0.120569334724942,0.000907895999088052,9.89413164325913e-005,0.889105363149973,-0.0150381418712875,0.0147783251231527,1.37179075514446,0.000246063284672038,7.21256620672969e-005
-525000:-1475000,-525000,-1475000,0.166717036562408,0.018168604207744,0.00605620140258134,0.0555723455208027,0.0025298936835276,0.000275704498900916,0.461028331771504,-0.194902901027538,0.0394088669950739,1.53131679063449,0.000877790278797508,0.000180044064420322
-525000:-1525000,-525000,-1525000,0.107225502832567,0.01168529480916,0.01168529480916,0.107225502832567,0.00016002690164915,1.7439522070479e-005,0.474422969251896,-0.118786958161149,0.0246305418719212,0.793202482101371,-4.17209562561894e-005,2.19862172194391e-005
-525000:-1575000,-525000,-1575000,0.271835093681909,0.0296242323443221,0.00592484646886442,0.0543670187363819,0.00276181437086534,0.000300978911538704,0.536939211240838,-0.234432818944015,0.0551724137931034,1.41333762055128,0.000807706356824019,0.000212956131049074
-525000:-1625000,-525000,-1625000,0.303260570097435,0.0330489395896416,0.0055081565982736,0.0505434283495725,0.00102344950783809,0.000111534186415076,0.621197660805301,-0.184926345648992,0.0532019704433498,0.763334101047013,-0.000317312691091966,0.000146114507739262
-525000:-1725000,-525000,-1725000,0.445439151221693,0.0485433750746335,0.00485433750746335,0.0445439151221693,0.00212547657355558,0.000231631652133569,0.665831428388555,-0.223557733319707,0.0729064039408867,1.04746753864475,9.63191103032092e-005,0.00022113492169243
-525000:-1775000,-525000,-1775000,0.109085071795919,0.0118879481983323,0.0118879481983323,0.109085071795919,7.74712132932373e-005,8.44271131997749e-006,0.389234432945397,-0.171170379836289,0.0305418719211823,0.32496149381772,-0.000160929996595012,2.5980651494399e-005
-525000:-1825000,-525000,-1825000,0.191580264789755,0.0208781662435373,0.00695938874784578,0.0638600882632516,0.000486864965530473,5.30579060408673e-005,0.52978346842976,-0.170039672800191,0.0394088669950739,0.706724342447187,-0.000202038665331593,7.50758150725965e-005
-525000:-1875000,-525000,-1875000,0.372468496003926,0.0405911286769771,0.00579873266813959,0.053209785143418,0.00196382232644538,0.000214014784086933,0.664516058179544,-0.18804240726049,0.0610837438423645,1.20893236515364,0.000339395366715671,0.00017702792170655
-525000:-1925000,-525000,-1925000,0.129106271740741,0.0140698323360426,0.0070349161680213,0.0645531358703705,0.000453362707234285,4.94068738272447e-005,0.446277494408851,-0.160189678331216,0.0315270935960591,0.833810714202653,-9.03610654541263e-005,5.92543043471094e-005
