ELEMENT,Axis_0,Axis_1,PD,PD_P,PD_P_per_taxon,PD_per_taxon,PE_WE,PE_WE_P,PHYLO_RPD2,PHYLO_RPD_DIFF2,PHYLO_RPD_NULL2,PHYLO_RPE2,PHYLO_RPE_DIFF2,PHYLO_RPE_NULL2
-1125000:-2125000,-1125000,-2125000,0.255891933813537,0.0278867676709933,0.00557735353419866,0.0511783867627074,0.000480690675609953,5.2385040015038e-005,0.555001356589377,-0.205173486613644,0.0502463054187192,0.528977160230072,-0.000428026584320292,9.90308163631371e-005
-1125000:-2175000,-1125000,-2175000,0.500441450612061,0.0545374535968088,0.00495795032698262,0.0454946773283692,0.00462882010554074,0.000504442750306063,0.636270291962769,-0.286081913646071,0.0857142857142857,1.25068682092968,0.000927797572897469,0.00040333258643526
-1125000:-2225000,-1125000,-2225000,0.214348763812125,0.0233594474351389,0.00778648247837963,0.0714495879373751,0.000479442434140423,5.22490082951657e-005,0.640806463423405,-0.120149678458575,0.0364532019704433,0.886932176200573,-6.11202458541749e-005,5.89098126070803e-005
-1125000:-2275000,-1125000,-2275000,0.217749187197166,0.023730021120321,0.007910007040107,0.0725830623990555,0.000551489961451031,6.01006534230052e-005,0.535243809713907,-0.189073242591523,0.0443349753694581,0.426181861075633,-0.000742534988506095,0.000141021143582503
-1125000:-2325000,-1125000,-2325000,0.597300225307827,0.0650929959563664,0.00464949971116903,0.0426643018077019,0.00252700563628736,0.000275389763296667,0.641450397045746,-0.333871113986284,0.101477832512315,0.653573256527329,-0.00133944026101611,0.000421360207974103
-1125000:-2375000,-1125000,-2375000,0.467380166872372,0.0509344782125775,0.00463040711023432,0.0424891060793066,0.0106836003515011,0.00116428476838644,0.622873438382725,-0.282981203626766,0.0817733990147783,1.52465225762303,0.00367636293189624,0.000763639552930971
-1125000:-2425000,-1125000,-2425000,0.184839332592671,0.0201435482848369,0.00671451609494564,0.0616131108642236,0.000838496186682222,9.13782158059724e-005,0.498675646563646,-0.185821103437024,0.0403940886699507,0.519534792568463,-0.000775440355540265,0.00017588468975142
-1125000:-2475000,-1125000,-2475000,0.473411565775062,0.0515917721625032,0.00396859785865409,0.0364162742903894,0.00382994101005278,0.000417381953191138,0.539852048916915,-0.403516782880556,0.0955665024630542,0.725878508178856,-0.0014463427852364,0.000575002494891742
-1125000:-2525000,-1125000,-2525000,0.623308147269601,0.0679273052155313,0.00485195037253795,0.0445220105192572,0.00318902956974786,0.000347536264164892,0.63839087772004,-0.353065684223253,0.1064039408867,0.797686961517333,-0.000808816356781761,0.000435680010995567
-1125000:-2575000,-1125000,-2575000,0.266242007116353,0.0290147050986096,0.0072536762746524,0.0665605017790883,0.00116987265368941,0.000127491189002689,0.545368993983125,-0.221944908630074,0.0532019704433498,1.21117698843062,0.00020397529528164,0.000105262228576424
-1125000:-2625000,-1125000,-2625000,0.390015504752817,0.0425033786999019,0.00607191124284313,0.0557165006789738,0.0012051591401637,0.00013133666406542,0.684776656831753,-0.179535896951348,0.0620689655172414,0.907469209431993,-0.000122884971567691,0.000144728507259906
-1125000:-2675000,-1125000,-2675000,0.0976152526165279,0.010637982332206,0.010637982332206,0.0976152526165279,0.000189004066631202,2.05974155436175e-005,0.719836804479274,-0.0379922239797018,0.0147783251231527,0.781283805291319,-5.29106708190742e-005,2.63635511245971e-005
-1125000:-2725000,-1125000,-2725000,0.0864269005520426,0.00941869038347686,0.00941869038347686,0.0864269005520426,0.000139129640656541,1.5162165947618e-005,0.597498171201813,-0.0582210744839357,0.0157635467980296,0.686908500523693,-6.34150076488297e-005,2.20730503932598e-005
-1125000:-2775000,-1125000,-2775000,0.52605806248609,0.0573291183953155,0.00521173803593777,0.0478234602260082,0.00202684244104963,0.000220882633605976,0.692726847276729,-0.233343806452796,0.0827586206896552,0.878491079940592,-0.000280343695873577,0.000251434122268963
-1125000:-2825000,-1125000,-2825000,0.122181838241342,0.0133152166458439,0.00665760832292196,0.0610909191206711,0.000116905015225421,1.27401553873942e-005,0.375415135986988,-0.203276105589609,0.0354679802955665,0.311469825365877,-0.00025842834198854,4.0903337498034e-005
-1125000:-2925000,-1125000,-2925000,0.525292324952845,0.0572456693222309,0.00477047244351924,0.0437743604127371,0.00291603605635792,0.000317785788758579,0.683580639553698,-0.24315004242579,0.083743842364532,1.11124983742178,0.000291931234778422,0.000285971505288025
-1125000:-2975000,-1125000,-2975000,0.432054571848095,0.0470847411513091,0.00523163790570101,0.0480060635386772,0.00209437184717471,0.000228241899806771,0.853410933367478,-0.0742133407778296,0.0551724137931034,1.4136212271783,0.000612806766721555,0.000161459021284194
-1125000:-3025000,-1125000,-3025000,0.245899508231335,0.0267978062233707,0.00334972577792134,0.0307374385289169,0.00114010788235437,0.000124247463221142,0.445897923224939,-0.305570896593332,0.0600985221674877,0.712348356211743,-0.000460384169620655,0.000174419526819558
-1125000:-3075000,-1125000,-3075000,0.259819818032038,0.0283148233467135,0.00353935291833919,0.0324774772540047,0.00133180077119957,0.000145137903086679,0.504202556086214,-0.255488593033635,0.0561576354679803,0.615805188075192,-0.000830897427823969,0.000235688016108363
-1125000:-3125000,-1125000,-3125000,0.104924458993333,0.0114345300664454,0.0114345300664454,0.104924458993333,0.000129911719927364,1.41576090241024e-005,0.400208552325588,-0.157249995759378,0.0285714285714286,0.388445746613939,-0.000204528085527573,3.64468118070889e-005
-1125000:-3175000,-1125000,-3175000,0.104860921831634,0.0114276058698114,0.0114276058698114,0.104860921831634,5.50235353533814e-005,5.99639278960055e-006,0.399966205443398,-0.157313532921077,0.0285714285714286,0.38082589355171,-8.94612181391227e-005,1.57457591280787e-005
-1125000:-3225000,-1125000,-3225000,0.286987572392557,0.0312755296210523,0.00521258827017538,0.0478312620654262,0.00210928809064344,0.000229867452476359,0.690101360116697,-0.12887535583588,0.045320197044335,1.22931291113654,0.000393461248238172,0.000186988561166122
-1125000:-3275000,-1125000,-3275000,0.231018869679563,0.025176133730983,0.00839204457699434,0.0770062898931877,0.000249243004616596,2.71621760787038e-005,0.594273854347623,-0.157722563229629,0.0423645320197044,0.697683589801095,-0.000108000605896951,3.8931940604261e-005
-1125000:-3325000,-1125000,-3325000,0.0751845354202875,0.00819351216144591,0.00819351216144591,0.0751845354202875,0.000234121285347394,2.55142309256007e-005,0.756037713078872,-0.0242609474169476,0.0108374384236453,0.691984122032257,-0.000104212034584592,3.68711219134178e-005
-1125000:-3375000,-1125000,-3375000,0.148977140230266,0.0162353335487226,0.00811766677436132,0.0744885701151332,0.000384858359214125,4.19413597361162e-005,0.422534962870602,-0.203602298919931,0.038423645320197,0.448222278631309,-0.000473774461067204,9.35726797520825e-005
-1125000:-3425000,-1125000,-3425000,0.552519429698355,0.0602128435237636,0.0040141895682509,0.036834628646557,0.00392365391063207,0.000427594662311285,0.605109269075446,-0.360570912716258,0.0995073891625616,0.867997887906046,-0.000596695695399201,0.00049262177739028
-1125000:-3475000,-1125000,-3475000,0.605833376279642,0.0660229275689272,0.00347489092468038,0.0318859671726127,0.00474714699203069,0.000517337859360893,0.626292256845431,-0.361499956773463,0.105418719211823,0.832181564051015,-0.00095731366547515,0.000621664648328089
-1125000:-3525000,-1125000,-3525000,0.279767918110848,0.0304887411568031,0.00609774823136061,0.0559535836221696,0.00393527801321667,0.000428861441780764,0.606785730865787,-0.181297502316333,0.0502463054187192,1.40894707883289,0.00114221497178825,0.000304384350713878
-1125000:-3575000,-1125000,-3575000,0.463968169769205,0.0505626432387583,0.00505626432387583,0.0463968169769205,0.00379257261862173,0.000413309594853982,0.657962601119739,-0.241190708531189,0.0768472906403941,0.96615449934964,-0.000132858170320072,0.000427788304181369
-1125000:-3625000,-1125000,-3625000,0.513719247853614,0.0559844505432915,0.00559844505432915,0.0513719247853614,0.00979839635187077,0.00106781639632313,0.653151923005068,-0.272804116404518,0.0857142857142857,1.26382655211189,0.0020454366316486,0.000844907392188255
-1125000:-3675000,-1125000,-3675000,1.07950039226702,0.117642538360871,0.00405663925382314,0.0372241514574834,0.0246327243469264,0.00268444202491707,0.765430618181309,-0.330817364333771,0.153694581280788,1.2466230605436,0.00487316339657373,0.00215337106289892
-1125000:-3725000,-1125000,-3725000,1.40500542691837,0.153115650552345,0.00373452806225232,0.0342684250467894,0.0502979161965062,0.0054814010055086,0.788895356906752,-0.375972765712116,0.194088669950739,1.36091943784936,0.0133391405352583,0.00402771894725139
-1125000:-3775000,-1125000,-3775000,1.23939539806186,0.135067686593961,0.00482384594978433,0.0442641213593522,0.0459039372288829,0.00500255093471806,0.993432622412105,-0.00819338662345135,0.135960591133005,1.61916236537139,0.0175535146828687,0.00308959190363259
-1125000:-3825000,-1125000,-3825000,0.0950501530962863,0.0103584411473476,0.0103584411473476,0.0950501530962863,0.000341991945124696,3.72698340932972e-005,0.477900807479899,-0.103840812578184,0.0216748768472906,0.320147587662839,-0.000726240202496115,0.000116414539823263
-1175000:-2175000,-1175000,-2175000,0.610894391842436,0.0665744704138914,0.00512111310876088,0.046991876295572,0.00615418264202918,0.000670674760964461,0.718862632660636,-0.238912461493937,0.0926108374384236,1.46748100193232,0.0019604774874646,0.000457024493047161
-1175000:-2225000,-1175000,-2225000,0.267286397466123,0.0291285213905412,0.0072821303476353,0.0668215993665309,0.00330128491168834,0.000359769704249812,0.603376514518354,-0.17569802608156,0.0482758620689655,1.55365468905875,0.00117643378811701,0.000231563491413766
-1175000:-2275000,-1175000,-2275000,0.652882399170031,0.0711502684387163,0.00547309757220895,0.0502217230130793,0.00615299862199645,0.000670545728012627,0.802416916281079,-0.160762460407347,0.0886699507389163,1.32276243703137,0.00150137074858524,0.000506928310965279
-1175000:-2325000,-1175000,-2325000,0.469176612390064,0.0511302524913478,0.00511302524913478,0.0469176612390064,0.00226187172875791,0.000246495817439178,0.691962750382906,-0.208860770591085,0.0738916256157636,0.768523175724008,-0.00068126882992082,0.000320739601908504
