ELEMENT,Axis_0,Axis_1,C_PD,C_PD_P,C_PD_P_per_taxon,C_PD_per_taxon,C_PE_WE,C_PE_WE_P,C_PHYLO_RPD2,C_PHYLO_RPD_DIFF2,C_PHYLO_RPD_NULL2,C_PHYLO_RPE2,C_PHYLO_RPE_DIFF2,C_PHYLO_RPE_NULL2,P_PD,P_PD_P,P_PD_P_per_taxon,P_PD_per_taxon,P_PE_WE,P_PE_WE_P,P_PHYLO_RPD2,P_PHYLO_RPD_DIFF2,P_PHYLO_RPD_NULL2,P_PHYLO_RPE2,P_PHYLO_RPE_DIFF2,P_PHYLO_RPE_NULL2,Q_PD,Q_PD_P,Q_PD_P_per_taxon,Q_PD_per_taxon,Q_PE_WE,Q_PE_WE_P,Q_PHYLO_RPD2,Q_PHYLO_RPD_DIFF2,Q_PHYLO_RPD_NULL2,Q_PHYLO_RPE2,Q_PHYLO_RPE_DIFF2,Q_PHYLO_RPE_NULL2,SUMX_PD,SUMX_PD_P,SUMX_PD_P_per_taxon,SUMX_PD_per_taxon,SUMX_PE_WE,SUMX_PE_WE_P,SUMX_PHYLO_RPD2,SUMX_PHYLO_RPD_DIFF2,SUMX_PHYLO_RPD_NULL2,SUMX_PHYLO_RPE2,SUMX_PHYLO_RPE_DIFF2,SUMX_PHYLO_RPE_NULL2,SUMXX_PD,SUMXX_PD_P,SUMXX_PD_P_per_taxon,SUMXX_PD_per_taxon,SUMXX_PE_WE,SUMXX_PE_WE_P,SUMXX_PHYLO_RPD2,SUMXX_PHYLO_RPD_DIFF2,SUMXX_PHYLO_RPD_NULL2,SUMXX_PHYLO_RPE2,SUMXX_PHYLO_RPE_DIFF2,SUMXX_PHYLO_RPE_NULL2,T_PD,T_PD_P,T_PD_P_per_taxon,T_PD_per_taxon,T_PE_WE_P,T_PHYLO_RPD2,T_PHYLO_RPD_DIFF2,T_PHYLO_RPD_NULL2,T_PHYLO_RPE_DIFF2,T_PHYLO_RPE_NULL2
-1125000:-2275000,-1125000,-2275000,597,597,597,597,506,506,482,437,582,138,68,825,0.597597597597598,0.597597597597598,0.597597597597598,0.597597597597598,0.506506506506507,0.506506506506507,0.482482482482482,0.437437437437437,0.582582582582583,0.138138138138138,0.0680680680680681,0.825825825825826,999,999,999,999,999,999,999,999,999,999,999,999,212.825871054963,23.1934845777956,7.73116152593186,70.9419570183214,0.915264841708074,0.0997443632464797,573.615798153446,-171.747892073504,41.9103448275861,921.418357585682,-0.00627888770060576,0.100428628201336,46.9130159022396,0.557155622769539,0.0619061803077265,5.21255732247108,0.00450776842440712,5.35358572775433e-005,354.889480688228,35.8450199025604,1.82054890921886,1349.8428856651,0.00277815952639706,1.48269550521354e-005,,,,,,,,54,,
-1125000:-2325000,-1125000,-2325000,309,309,309,309,238,238,696,815,65,181,198,486,0.309309309309309,0.309309309309309,0.309309309309309,0.309309309309309,0.238238238238238,0.238238238238238,0.696696696696697,0.815815815815816,0.0650650650650651,0.181181181181181,0.198198198198198,0.486486486486487,999,999,999,999,999,999,999,999,999,999,999,999,641.215954127298,69.8788745436272,4.99134818168765,45.8011395805213,4.23436629043385,0.461455690358959,602.967873035037,-426.421709114818,116.349753694581,977.728849531796,-0.0194933852833764,0.46358005394642,418.555246178384,4.97091061751249,0.0253617888648596,2.13548594988971,0.0261934730478184,0.000311082980017016,371.289334294378,194.035683625651,13.646850930622,1128.75905628591,0.00497926036304187,0.000243299582645131,,,,,,,,11,,
-1125000:-2375000,-1125000,-2375000,173,173,173,173,980,980,643,807,29,909,965,967,0.173173173173173,0.173173173173173,0.173173173173173,0.173173173173173,0.980980980980981,0.980980980980981,0.643643643643644,0.807807807807808,0.029029029029029,0.90990990990991,0.965965965965966,0.967967967967968,999,999,999,999,999,999,999,999,999,999,999,999,538.96682661,58.7358985961537,5.33962714510489,48.9969842372726,3.40242880269438,0.370792232970395,596.548736184427,-369.503821101902,99.0039408866996,977.500389262156,0.0248877570638684,0.368079997814137,296.28609010098,3.51879873577436,0.0290809812873914,2.44864537273538,0.0206833022607411,0.000245642236602905,364.370993993861,147.114484167548,9.90245723021673,1167.92226580331,0.00537999369398557,0.000161374473868287,,,,,,,,6,,
-1125000:-2425000,-1125000,-2425000,246,246,246,246,672,672,395,464,377,250,67,891,0.246246246246246,0.246246246246246,0.246246246246246,0.246246246246246,0.672672672672673,0.672672672672673,0.395395395395395,0.464464464464464,0.377377377377377,0.25025025025025,0.0670670670670671,0.891891891891892,999,999,999,999,999,999,999,999,999,999,999,999,212.411548983221,23.1483323012722,7.71611076709072,70.8038496610736,0.927014779226189,0.101024856042142,570.09654837168,-173.771422867522,42.0857142857142,933.28339583242,-0.0360696591669356,0.104955680238786,46.7890863538153,0.555683791479139,0.0617426434976821,5.19878737264614,0.00235391556910374,2.79559365269521e-005,352.606735634478,36.5784377434749,1.8350156519207,1333.76639867515,0.000804725950350464,1.71362893557826e-005,,,,,,,,43,,
-1125000:-2475000,-1125000,-2475000,35,35,35,35,637,637,246,529,46,303,169,839,0.035035035035035,0.035035035035035,0.035035035035035,0.035035035035035,0.637637637637638,0.637637637637638,0.246246246246246,0.529529529529529,0.046046046046046,0.303303303303303,0.169169169169169,0.83983983983984,999,999,999,999,999,999,999,999,999,999,999,999,612.936855651381,66.7970554437031,5.138235034131,47.1489888962601,3.91671451526296,0.426838416096129,602.261063800706,-409.335586420077,111.405911330049,968.161857784169,-0.0731498900382076,0.43481019526968,383.027560982605,4.54897122201373,0.0269169894793712,2.26643527208642,0.0224654765638719,0.000266807970987024,370.975565467014,179.762618484628,12.521467640564,1116.32721209401,0.00434125584999621,0.000213682781228044,,,,,,,,9,,
-1125000:-2525000,-1125000,-2525000,440,440,440,440,430,430,702,753,144,378,362,525,0.44044044044044,0.44044044044044,0.44044044044044,0.44044044044044,0.43043043043043,0.43043043043043,0.702702702702703,0.753753753753754,0.144144144144144,0.378378378378378,0.362362362362362,0.525525525525526,999,999,999,999,999,999,999,999,999,999,999,999,640.485622284208,69.7992839362661,4.98566313830472,45.7489730203005,4.23770352483708,0.461819377791695,602.31087023481,-428.327305755076,116.477832512315,980.380359153781,-0.0430651836768661,0.466512565083721,417.585134547065,4.95938922755901,0.0253030062630562,2.13053640075033,0.0270407585583943,0.000321145643378764,371.037042609052,197.019373121904,13.6879429250892,1150.62673684987,0.00574999558983453,0.000251163207171482,,,,,,,,25,,
-1125000:-2575000,-1125000,-2575000,595,595,595,595,717,717,498,451,577,798,798,467,0.595595595595596,0.595595595595596,0.595595595595596,0.595595595595596,0.717717717717718,0.717717717717718,0.498498498498498,0.451451451451451,0.577577577577578,0.798798798798799,0.798798798798799,0.467467467467467,999,999,999,999,999,999,999,999,999,999,999,999,259.313812160142,28.2596794897758,7.06491987244394,64.8284530400355,1.22179561739733,0.133149685556812,571.622045512933,-207.175907330889,50.8374384236452,938.063954591922,-0.0217847708526661,0.135523761341385,69.4141825581276,0.824387461953084,0.0515242163720677,4.33838640988297,0.00464273189299995,5.51387313189748e-005,348.431844058982,50.7864571292911,2.66012375937297,1262.45538684425,0.00177900953675983,2.65032970294246e-005,,,,,,,,59,,
-1125000:-2625000,-1125000,-2625000,547,547,547,547,313,313,843,879,75,565,587,163,0.547547547547548,0.547547547547548,0.547547547547548,0.547547547547548,0.313313313313313,0.313313313313313,0.843843843843844,0.87987987987988,0.0750750750750751,0.565565565565566,0.587587587587588,0.163163163163163,999,999,999,999,999,999,999,999,999,999,999,999,386.456884839213,42.1155649643102,6.01650928061574,55.208126405602,2.15161073633379,0.234479718951505,580.461272226129,-286.671507489152,73.3566502463055,954.834934487095,-0.0333015123001974,0.238108874129507,152.964829570945,1.81666459174216,0.0370747875865749,3.12173121573356,0.00985700204377329,0.000117065253783374,348.509464305874,90.9919494644045,5.46285423087191,1175.67970694944,0.00348270474928359,7.06329377259744e-005,,,,,,,,29,,
-1125000:-2675000,-1125000,-2675000,387,387,387,387,670,670,714,713,221,618,534,569,0.387387387387387,0.387387387387387,0.387387387387387,0.387387387387387,0.670670670670671,0.670670670670671,0.714714714714715,0.713713713713714,0.221221221221221,0.618618618618619,0.534534534534535,0.56956956956957,999,999,999,999,999,999,999,999,999,999,999,999,100.754988246115,10.9801466073583,10.9801466073583,100.754988246115,0.296881110900213,0.0323537144848552,620.03657463311,-86.4014104535618,20.3960591133005,840.192519412422,-0.0252038990665673,0.0351004023823513,10.4354632564215,0.123935264397329,0.123935264397329,10.4354632564215,0.000552913118157835,6.5665923786829e-006,459.124106413299,11.3064947005539,0.470048775752869,1305.60519340291,0.000261121813312955,2.98932825342137e-006,8,8,8,8,,8,8,79,,
-1125000:-2725000,-1125000,-2725000,171,171,171,171,558,558,607,622,321,549,514,411,0.171171171171171,0.171171171171171,0.171171171171171,0.171171171171171,0.558558558558559,0.558558558558559,0.607607607607608,0.622622622622623,0.321321321321321,0.54954954954955,0.514514514514514,0.411411411411411,999,999,999,999,999,999,999,999,999,999,999,999,100.500698849526,10.9524344820943,10.9524344820943,100.500698849526,0.268474868216009,0.0292580393756996,632.359528148913,-83.2474319383654,20.0246305418719,863.14150716105,-0.0490952549547067,0.0346083759348337,10.4315801288931,0.123889146996971,0.123889146996971,10.4315801288931,0.000326676744862719,3.87972893509122e-006,483.101028192585,10.8246775914992,0.45580625591497,1600.88712199459,0.000131205622275808,3.46895124891534e-006,4,4,4,4,,4,4,35,,
-1125000:-2775000,-1125000,-2775000,446,446,446,446,300,300,866,914,49,501,525,214,0.446446446446446,0.446446446446446,0.446446446446446,0.446446446446446,0.3003003003003,0.3003003003003,0.866866866866867,0.914914914914915,0.049049049049049,0.501501501501502,0.525525525525526,0.214214214214214,999,999,999,999,999,999,999,999,999,999,999,999,537.095378242879,58.5319506051235,5.32108641864758,48.8268525675344,3.41154508934844,0.371785713945569,593.937377304858,-371.962901867607,99.0679802955665,971.021393848575,0.010791341116408,0.370609687729788,294.411704049244,3.49653786194476,0.0288970071235104,2.43315457891938,0.0199983910997946,0.000237507988631848,361.163594422545,148.767439462531,9.9175869348929,1166.56722731891,0.00528068995241664,0.000161321390938333,,,,,,,,9,,
-1125000:-2825000,-1125000,-2825000,52,52,52,52,34,34,57,152,619,73,270,322,0.0520520520520521,0.0520520520520521,0.0520520520520521,0.0520520520520521,0.034034034034034,0.034034034034034,0.0570570570570571,0.152152152152152,0.61961961961962,0.0730730730730731,0.27027027027027,0.322322322322322,999,999,999,999,999,999,999,999,999,999,999,999,160.103797492707,17.4479020787591,8.72395103937953,80.0518987463536,0.555927633541112,0.0605842651130332,579.540061066077,-133.983616752316,32.0492610837438,855.661415491914,-0.0784727685402857,0.0691361246115714,26.391733828857,0.313437595400527,0.0783593988501319,6.59793345721425,0.00124971862932574,1.48421018733829e-005,372.167889822216,23.077179900791,1.08742265039191,1129.79366357175,0.000541946832688576,9.23202574158975e-006,,,,,,,,64,,
-1125000:-2925000,-1125000,-2925000,281,281,281,281,507,507,831,913,7,740,722,247,0.281281281281281,0.281281281281281,0.281281281281281,0.281281281281281,0.507507507507508,0.507507507507508,0.831831831831832,0.913913913913914,0.00700700700700701,0.740740740740741,0.722722722722723,0.247247247247247,999,999,999,999,999,999,999,999,999,999,999,999,572.447792325232,62.384610372202,5.19871753101682,47.7039826937693,3.60459911790602,0.392824489033561,599.41425675623,-387.852032941749,104.652216748769,969.341212804239,-0.0365517759813912,0.396807853688963,334.098658457409,3.96787421442284,0.0275546820446031,2.3201295726209,0.0220145061687282,0.000261452086558691,367.994005614354,162.194378086312,11.0605935596593,1139.49406757476,0.00567631072412092,0.00018371655888981,,,,,,,,3,,
-1125000:-2975000,-1125000,-2975000,341,341,341,341,463,463,992,995,0,872,808,54,0.341341341341341,0.341341341341341,0.341341341341341,0.341341341341341,0.463463463463463,0.463463463463463,0.992992992992993,0.995995995995996,0,0.872872872872873,0.808808808808809,0.0540540540540541,999,999,999,999,999,999,999,999,999,999,999,999,466.146436276452,50.8000278686989,5.64444754096655,51.7940484751615,2.67020194991166,0.290995109936055,588.010167194336,-331.749875018883,86.9536945812808,963.972539366741,-0.0871397298273771,0.300491483519991,222.680789747071,2.64463607176487,0.0326498280464799,2.74914555243297,0.0104825486645882,0.0001244944674118,355.769928324045,119.666261950402,7.65239437986848,1126.54755612552,0.00202139436864996,0.000106512913138389,,,,,,,,1,,
-1125000:-3025000,-1125000,-3025000,0,0,0,0,176,176,60,552,16,342,414,196,0,0,0,0,0.176176176176176,0.176176176176176,0.0600600600600601,0.552552552552553,0.016016016016016,0.342342342342342,0.414414414414414,0.196196196196196,999,999,999,999,999,999,999,999,999,999,999,999,425.532804635653,46.3740075054796,5.79675093818496,53.1916005794566,2.47172073685493,0.269364887392178,581.833738054695,-313.4827403216,80.5369458128079,953.223966267146,-0.0451686279017784,0.274287305279849,185.356509528581,2.20135967629942,0.0343962449421785,2.89619546138407,0.0112969126276664,0.000134166142794074,349.899863728636,108.039720096318,6.58281346307845,1148.60683663526,0.00293722170809146,9.35699502327384e-005,,,,,,,,1,,
-1125000:-3075000,-1125000,-3075000,0,0,0,0,276,276,237,733,0,219,231,486,0,0,0,0,0.276276276276276,0.276276276276276,0.237237237237237,0.733733733733734,0,0.219219219219219,0.231231231231231,0.486486486486487,999,999,999,999,999,999,999,999,999,999,999,999,425.278288152561,46.346270632626,5.79328382907825,53.1597860190701,2.5306124491027,0.275782829031546,582.253799157861,-311.902035621424,80.3369458128079,970.528275101868,0.0445334410676707,0.270929632972819,185.318848108869,2.20091239591571,0.034389256186183,2.89560700170108,0.015439379483335,0.00018336354902312,350.366693431741,106.984877650861,6.53925695843142,1214.25546059005,0.0057751460083488,9.05952873416455e-005,,,,,,,,,,
-1125000:-3125000,-1125000,-3125000,687,687,687,687,508,508,195,191,786,231,184,743,0.687687687687688,0.687687687687688,0.687687687687688,0.687687687687688,0.508508508508508,0.508508508508508,0.195195195195195,0.191191191191191,0.786786786786787,0.231231231231231,0.184184184184184,0.743743743743744,999,999,999,999,999,999,999,999,999,999,999,999,101.283034700312,11.037692418077,11.037692418077,101.283034700312,0.329459554971121,0.0359040706346113,628.951125379152,-86.0270524728405,20.4128078817734,868.136329038695,-0.0249059956461037,0.0386182934076658,10.5882989635858,0.125750395485554,0.125750395485554,10.5882989635858,0.000966401725531038,1.14773297959745e-005,486.287880130886,11.5207113850263,0.47297532092504,1678.25142486422,0.00037728557217315,4.78846811841009e-006,1,1,1,1,,1,1,102,,
-1125000:-3175000,-1125000,-3175000,619,619,619,619,49,49,119,112,815,172,341,282,0.61961961961962,0.61961961961962,0.61961961961962,0.61961961961962,0.049049049049049,0.049049049049049,0.119119119119119,0.112112112112112,0.815815815815816,0.172172172172172,0.341341341341341,0.282282282282282,999,999,999,999,999,999,999,999,999,999,999,999,101.692067920467,11.082268322484,11.082268322484,101.692067920467,0.353801843037575,0.0385568612942192,646.560766380615,-82.2278323377795,20.0433497536946,904.681083359562,-0.00441640072716779,0.0390381548589874,10.6746747671677,0.126776225177194,0.126776225177194,10.6746747671677,0.000982684908813699,1.16707146583212e-005,506.290553437705,10.9382694591977,0.459571452837971,1534.23466758345,0.000406323315483223,4.91275945082685e-006,45,45,45,45,,45,45,77,,
-1125000:-3225000,-1125000,-3225000,121,121,121,121,771,771,863,932,7,806,811,561,0.121121121121121,0.121121121121121,0.121121121121121,0.121121121121121,0.771771771771772,0.771771771771772,0.863863863863864,0.932932932932933,0.00700700700700701,0.806806806806807,0.811811811811812,0.561561561561562,999,999,999,999,999,999,999,999,999,999,999,999,348.479588981277,37.9768490205143,6.32947483675239,58.0799314968796,1.78899043213494,0.194961833314098,577.248792183701,-263.336142928712,66.6748768472906,947.236757450247,-0.0278081205682623,0.197992325858733,124.650104732695,1.48038887278866,0.0411219131330184,3.46250290924154,0.00828786155108436,9.84295845218015e-005,346.135065140115,77.4101054777859,4.52970079351599,1216.30737012952,0.00359967605926311,4.93893302792456e-005,,,,,,,,4,,
-1125000:-3275000,-1125000,-3275000,731,731,731,731,113,113,655,605,473,465,590,32,0.731731731731732,0.731731731731732,0.731731731731732,0.731731731731732,0.113113113113113,0.113113113113113,0.655655655655656,0.605605605605606,0.473473473473473,0.465465465465465,0.590590590590591,0.032032032032032,999,999,999,999,999,999,999,999,999,999,999,999,211.657591927932,23.0661670492402,7.68872234974672,70.5525306426439,0.885770603726727,0.0965301198353598,568.264818674718,-174.56154191657,42.0896551724137,893.979345215022,-0.039686324298713,0.10085508345942,46.2618188813117,0.549421775887964,0.0610468639875516,5.14020209792352,0.00429701783448696,5.10329084920567e-005,347.702244536874,36.7880083097862,1.83672595792181,1283.9074373106,0.00266654670376523,1.52076158910597e-005,,,,,,,,57,,
-1125000:-3325000,-1125000,-3325000,53,53,53,53,748,748,757,783,129,520,279,787,0.0530530530530531,0.0530530530530531,0.0530530530530531,0.0530530530530531,0.748748748748749,0.748748748748749,0.757757757757758,0.783783783783784,0.129129129129129,0.520520520520521,0.279279279279279,0.787787787787788,999,999,999,999,999,999,999,999,999,999,999,999,100.118326283153,10.9107640208051,10.9107640208051,100.118326283153,0.299256984485619,0.0326126340752639,634.079161749592,-83.2681845671482,19.9852216748768,883.804494886265,-0.00397698946010339,0.0330460411758749,10.3092093530861,0.122435828243267,0.122435828243267,10.3092093530861,0.000790609216091117,9.38955557827511e-006,480.684099052227,10.875913697928,0.456184813996942,1521.98978425278,0.000394890526177138,3.01137625692971e-006,3,3,3,3,,3,3,30,,
-1125000:-3375000,-1125000,-3375000,356,356,356,356,576,576,183,157,783,180,91,831,0.356356356356356,0.356356356356356,0.356356356356356,0.356356356356356,0.576576576576577,0.576576576576577,0.183183183183183,0.157157157157157,0.783783783783784,0.18018018018018,0.0910910910910911,0.831831831831832,999,999,999,999,999,999,999,999,999,999,999,999,160.268181046504,17.4658163830724,8.73290819153621,80.1340905232521,0.590883384220132,0.064393697022135,586.35531236346,-132.797656874828,31.9379310344828,902.831369324062,-0.0310848796856088,0.0677812864820865,26.5335707586162,0.315122101105647,0.0787805252764118,6.63339268965404,0.00117892897842856,1.40013788613847e-005,387.791447507002,23.2990432240229,1.0856725472591,1351.61385702953,0.000482848612716627,7.81415387056632e-006,2,2,2,2,,2,2,37,,
-1125000:-3425000,-1125000,-3425000,63,63,63,63,531,531,504,755,7,471,441,579,0.0630630630630631,0.0630630630630631,0.0630630630630631,0.0630630630630631,0.531531531531532,0.531531531531532,0.504504504504504,0.755755755755756,0.00700700700700701,0.471471471471471,0.441441441441441,0.57957957957958,999,999,999,999,999,999,999,999,999,999,999,999,674.331474875183,73.4877606059489,4.89918404039658,44.9554316583455,4.77846562447683,0.520750922890419,607.522571223832,-440.343901748945,121.475862068966,982.972076984455,0.0926337021331263,0.510655823402942,462.087041198941,5.48790966134918,0.0243907096059964,2.05372018310641,0.0410408166215339,0.000487415300508308,376.603223045159,207.058689615767,14.8663136693441,1184.80254661228,0.0119708526047334,0.000300625876398451,,,,,,,,2,,
-1125000:-3475000,-1125000,-3475000,6,6,6,6,471,471,568,877,0,384,357,570,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.471471471471471,0.471471471471471,0.568568568568569,0.877877877877878,0,0.384384384384384,0.357357357357357,0.570570570570571,999,999,999,999,999,999,999,999,999,999,999,999,807.032572375811,87.9493523432732,4.62891328122491,42.4753985460953,5.76110572427661,0.627837753486987,619.649551955912,-498.831265252123,142.311330049261,988.913911590235,-0.0249297061176696,0.630554560196165,660.569471465982,7.84515742974441,0.021731738032533,1.8298323309307,0.0433249939115213,0.000514543000487583,390.194955025099,263.05969936913,20.3815205416293,1107.06607256267,0.00604244212788586,0.000437624537527283,,,,,,,,1,,
-1125000:-3525000,-1125000,-3525000,333,333,333,333,944,944,677,743,151,866,926,910,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.944944944944945,0.944944944944945,0.677677677677678,0.743743743743744,0.151151151151151,0.866866866866867,0.926926926926927,0.910910910910911,999,999,999,999,999,999,999,999,999,999,999,999,302.427235775732,32.9581239071178,6.59162478142356,60.4854471551463,1.51722155848969,0.165344817542608,570.181374019373,-239.17998525117,59.0236453201968,916.443807608228,-0.0785787730564218,0.173908229274425,94.0138118090927,1.11654138750292,0.0446616555001167,3.7605524723637,0.00497777026146352,5.91177658628636e-005,341.773900407466,65.3960337872534,3.56772646751924,1094.15334263112,0.00139144051894096,4.03062069218298e-005,,,,,,,,28,,
-1125000:-3575000,-1125000,-3575000,320,320,320,320,793,793,770,854,34,638,620,811,0.32032032032032,0.32032032032032,0.32032032032032,0.32032032032032,0.793793793793794,0.793793793793794,0.770770770770771,0.854854854854855,0.034034034034034,0.638638638638639,0.620620620620621,0.811811811811812,999,999,999,999,999,999,999,999,999,999,999,999,502.553098016651,54.7675781642277,5.47675781642278,50.2553098016651,2.93191497329558,0.31951625232149,589.53367235081,-355.453487404574,93.504433497537,947.865986484542,-0.110207373879724,0.331526507530447,258.180094694896,3.0662384133689,0.030662384133689,2.58180094694895,0.013804912762984,0.00016395204230245,357.080332603431,136.838418388924,8.84057657307871,1098.16643698022,0.00306912228031189,0.000130253316039658,,,,,,,,7,,
-1125000:-3625000,-1125000,-3625000,573,573,573,573,983,983,762,790,186,801,901,990,0.573573573573574,0.573573573573574,0.573573573573574,0.573573573573574,0.983983983983984,0.983983983983984,0.762762762762763,0.790790790790791,0.186186186186186,0.801801801801802,0.901901901901902,0.990990990990991,999,999,999,999,999,999,999,999,999,999,999,999,503.978247268032,54.9228890623772,5.49228890623772,50.3978247268033,3.12957841386053,0.34105735509068,593.111971898361,-351.162500147792,93.192118226601,986.692507011591,0.0349161471325476,0.337252239124184,259.393259515877,3.08064638924417,0.0308064638924418,2.59393259515877,0.0172223985453128,0.000204539316063047,361.412303843818,133.587426729689,8.77454148365649,1211.93472752945,0.00429664399595819,0.000135362335530479,,,,,,,,33,,
-1125000:-3675000,-1125000,-3675000,447,447,447,447,986,986,948,980,0,823,931,995,0.447447447447447,0.447447447447447,0.447447447447447,0.447447447447447,0.986986986986987,0.986986986986987,0.948948948948949,0.980980980980981,0,0.823823823823824,0.931931931931932,0.995995995995996,999,999,999,999,999,999,999,999,999,999,999,999,1098.15611380043,119.67561445039,4.12674532587552,37.8674522000148,9.50396156629215,1.03572927916659,639.160870923545,-621.536539906995,187.409852216749,1018.79352271912,0.278452084565886,1.00538393582548,1219.85240212804,14.4873999618967,0.0172263971009474,1.45047848053275,0.11705251314502,0.0013901571792774,413.525237921684,403.999835812854,35.2696226552452,1178.80140374772,0.0179255118796033,0.00108569901025962,,,,,,,,,,
-1125000:-3725000,-1125000,-3725000,453,453,453,453,996,996,970,993,0,880,984,999,0.453453453453453,0.453453453453453,0.453453453453453,0.453453453453453,0.996996996996997,0.996996996996997,0.970970970970971,0.993993993993994,0,0.880880880880881,0.984984984984985,1,999,999,999,999,999,999,999,999,999,999,999,999,1428.72598001881,155.70068534997,3.79757769146267,34.84697512241,15.8342075955345,1.72559119738689,665.42709237177,-718.94386982632,234.050246305419,1053.05594481173,0.884872358561529,1.62915896713274,2059.36711549579,24.457774578726,0.0145495387142927,1.22508454223426,0.290285625042072,0.00344753508361928,446.899765972977,537.821601927552,54.9563765196922,1199.98723758622,0.0246745372254624,0.00279396844121998,,,,,,,,,,
-1125000:-3775000,-1125000,-3775000,928,928,928,928,997,997,999,999,0,957,997,999,0.928928928928929,0.928928928928929,0.928928928928929,0.928928928928929,0.997997997997998,0.997997997997998,1,1,0,0.957957957957958,0.997997997997998,1,999,999,999,999,999,999,999,999,999,999,999,999,1073.91144900478,117.033462646926,4.17976652310449,38.3539803215994,9.07506825427963,0.988989047970199,641.321844982003,-602.676108141923,182.712315270936,1018.04129057674,0.232865616535022,0.963611658186562,1165.68761084862,13.844119681636,0.0176583159204541,1.48684644240896,0.10204931972994,0.00121197393077063,416.1925544421,380.067716770465,33.5302686306389,1140.86781789928,0.0122711581890192,0.000996159398520543,,,,,,,,,,
-1125000:-3825000,-1125000,-3825000,298,298,298,298,788,788,379,449,504,120,20,960,0.298298298298298,0.298298298298298,0.298298298298298,0.298298298298298,0.788788788788789,0.788788788788789,0.379379379379379,0.449449449449449,0.504504504504504,0.12012012012012,0.02002002002002,0.960960960960961,999,999,999,999,999,999,999,999,999,999,999,999,101.346249041492,11.0445814341538,11.0445814341538,101.346249041492,0.279245925797679,0.0304318551184413,627.98876585303,-85.6112586925104,20.3743842364532,849.36735774749,-0.0498878335519978,0.0358685658546519,10.5438553585251,0.125222567462148,0.125222567462148,10.5438553585251,0.000325786041002158,3.86915061999913e-006,467.975645419816,11.3502151160673,0.471910504986775,1175.06727631416,0.000140803831096666,3.82893536772473e-006,1,1,1,1,,1,1,19,,
-1175000:-2175000,-1175000,-2175000,547,547,547,547,861,861,899,930,30,903,893,630,0.547547547547548,0.547547547547548,0.547547547547548,0.547547547547548,0.861861861861862,0.861861861861862,0.8998998998999,0.930930930930931,0.03003003003003,0.903903903903904,0.893893893893894,0.630630630630631,999,999,999,999,999,999,999,999,999,999,999,999,607.274121419541,66.1799380865731,5.09076446819793,46.7133939553494,4.04295863652547,0.440596335023116,599.512673825346,-410.704083893036,110.937931034483,961.447394000041,-0.0589004206455509,0.447015225692264,375.909246493402,4.46443159338345,0.0264167549904346,2.22431506800829,0.0241458347439718,0.000286764500967113,367.799016957222,181.212361841955,12.4204770802495,1074.99401634926,0.00419709525750958,0.000230868039784345,,,,,,,,4,,
-1175000:-2225000,-1175000,-2225000,599,599,599,599,948,948,669,671,367,897,935,908,0.5995995995996,0.5995995995996,0.5995995995996,0.5995995995996,0.948948948948949,0.948948948948949,0.66966966966967,0.671671671671672,0.367367367367367,0.897897897897898,0.935935935935936,0.908908908908909,999,999,999,999,999,999,999,999,999,999,999,999,259.145616056851,28.2413496988139,7.06033742470347,64.7864040142126,1.1662660248525,0.127098143317536,569.119331488384,-206.675106549638,50.7645320197043,923.483459296617,-0.0539168735852323,0.13297393355762,69.0799365127272,0.820417837319031,0.0512761148324395,4.31749603204545,0.00292595194251313,3.47496434704129e-005,341.660595165366,49.3674848935943,2.64433109272248,1152.33591853728,0.000817404703720828,2.43582708219772e-005,,,,,,,,43,,
-1175000:-2275000,-1175000,-2275000,731,731,731,731,869,869,972,982,6,849,873,744,0.731731731731732,0.731731731731732,0.731731731731732,0.731731731731732,0.86986986986987,0.86986986986987,0.972972972972973,0.982982982982983,0.00600600600600601,0.84984984984985,0.873873873873874,0.744744744744745,999,999,999,999,999,999,999,999,999,999,999,999,605.926520466987,66.0330783004242,5.07946756157109,46.6097323436143,4.03430310390335,0.43965306641865,598.726061302249,-410.523840609273,110.771428571429,969.048686827122,-0.0197303503478103,0.441803254148356,374.462182718983,4.44724575054394,0.026315063612686,2.21575256046735,0.0270937720204694,0.000321775250064873,366.835338664523,180.676382236715,12.3751850323959,1113.17555040775,0.00655658777388869,0.000225233790660627,,,,,,,,4,,
-1175000:-2325000,-1175000,-2325000,310,310,310,310,464,464,865,922,14,376,339,567,0.31031031031031,0.31031031031031,0.31031031031031,0.31031031031031,0.464464464464464,0.464464464464464,0.865865865865866,0.922922922922923,0.014014014014014,0.376376376376376,0.339339339339339,0.567567567567568,999,999,999,999,999,999,999,999,999,999,999,999,504.787833955769,55.011116758866,5.50111167588661,50.4787833955769,2.9783220470554,0.324573634416129,593.103310080061,-351.808433708855,93.3507389162561,968.030752283305,-0.0680995296752033,0.331995031934427,260.02690376587,3.08817177318996,0.0308817177318996,2.6002690376587,0.0127133185847011,0.000150987882516172,360.78242925906,134.001879887344,8.80806328714601,1130.92536631318,0.00247769711706263,0.000127036750561657,,,,,,,,5,,
