ELEMENT,Axis_0,COLOUR,DEPTH,LENGTH,LENGTHTOPARENT,NAME,NODE_NUMBER,PARENTNODE,TERMINAL_NODE_FIRST,TERMINAL_NODE_LAST,TOTAL_LENGTH,TREENAME,_y
282,282,,15,0.000904130227279718,0.000904130227279718,excentrica,282,281,142,142,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,151.7
283,283,,15,0.000113016278409965,0.000113016278409965,130___,283,281,143,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,153.45
284,284,,16,0.000145827456012858,0.000145827456012858,halliana,284,283,143,143,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,152.7
285,285,,16,0.000502294570710955,0.000502294570710955,129___,285,283,144,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,154.2
286,286,,17,0.000645807305199799,0.000645807305199799,acoma,286,285,144,144,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,153.7
287,287,,17,0.00180826045455944,0.00180826045455944,glaucissima,287,285,145,145,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,154.7
288,288,,11,1.93603903057756e-005,1.93603903057756e-005,148___,288,270,146,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,159.49296875
289,289,,12,2.53969164966213e-005,2.53969164966213e-005,138___,289,288,146,150,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,156.95
29,29,,8,0.000100458914142191,0.000100458914142191,synchronicia,29,28,16,16,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,25.7
290,290,,13,0.000173871197553792,0.000173871197553792,latescens,290,289,146,146,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,155.7
291,291,,13,2.80785784869478e-005,2.80785784869478e-005,137___,291,289,147,150,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,158.2
292,292,,14,4.3467799388448e-005,4.3467799388448e-005,135___,292,291,147,148,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,157.2
293,293,,15,4.83492100149582e-005,4.83492100149582e-005,platycarpa,293,292,147,147,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,156.7
294,294,,15,0.00026592065508227,0.00026592065508227,dunnii,294,292,148,148,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,157.7
295,295,,14,6.55166831362115e-005,6.55166831362115e-005,136___,295,291,149,150,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,159.2
296,296,,15,6.84947141878575e-005,6.84947141878575e-005,retivenea,296,295,149,149,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,158.7
297,297,,15,0.00150688371213286,0.00150688371213286,auricoma,297,295,150,150,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,159.7
298,298,,12,8.14531736288035e-005,8.14531736288035e-005,147___,298,288,151,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,162.0359375
299,299,,13,0.0002205195676292,0.0002205195676292,andrewsii,299,298,151,151,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,160.7
3,3,,3,8.14531736288035e-005,8.14531736288035e-005,4___,3,2,3,7,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,13.6375
30,30,,8,0.000430538203466533,0.000430538203466533,9___,30,28,17,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,27.2
300,300,,13,0.000122179760443205,0.000122179760443205,146___,300,298,152,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,163.371875
301,301,,14,0.00100458914142191,0.00100458914142191,baxteri,301,300,152,152,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,161.7
302,302,,14,0.000123853455791742,0.000123853455791742,145___,302,300,153,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,165.04375
303,303,,15,0.000376720928033216,0.000376720928033216,140___,303,302,153,155,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,163.45
304,304,,16,0.00180826045455944,0.00180826045455944,cedroides,304,303,153,153,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,162.7
305,305,,16,0.000475858014357747,0.000475858014357747,139___,305,303,154,155,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,164.2
306,306,,17,0.000821936570254289,0.000821936570254289,costata,306,305,154,154,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,163.7
307,307,,17,0.00100458914142191,0.00100458914142191,ataxiphylla,307,305,155,155,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,164.7
308,308,,15,0.000150688371213286,0.000150688371213286,144___,308,302,156,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,166.6375
309,309,,16,0.000502294570710955,0.000502294570710955,aemula,309,308,156,156,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,165.7
31,31,,9,0.00180826045455944,0.00180826045455944,ryaniana,31,30,17,17,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,26.7
310,310,,16,0.000205484142563572,0.000205484142563572,143___,310,308,157,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,167.575
311,311,,17,0.000410968285127145,0.000410968285127145,huegelii,311,310,157,157,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,166.7
312,312,,17,0.000291654912025716,0.000291654912025716,142___,312,310,158,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,168.45
313,313,,18,0.00113016278409965,0.00113016278409965,semitrullata,313,312,158,158,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,167.7
314,314,,18,0.000347742395107584,0.000347742395107584,141___,314,312,159,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,169.2
315,315,,19,0.000753441856066432,0.000753441856066432,kybeanensis,315,314,159,159,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,168.7
316,316,,19,0.000645807305199799,0.000645807305199799,hastulata,316,314,160,160,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,169.7
317,317,,9,3.11018310037743e-006,3.11018310037743e-006,499___,317,261,161,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,258.237621468306
318,318,,10,8.89891955983975e-006,8.89891955983975e-006,266___,318,317,161,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,176.918437433243
319,319,,11,0.000107634550866633,0.000107634550866633,spectabilis,319,318,161,161,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,170.7
32,32,,9,0.00053184131016454,0.00053184131016454,chartacea,32,30,18,18,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,27.7
320,320,,11,8.90768696827309e-006,8.90768696827309e-006,265___,320,318,162,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,183.136874866486
321,321,,12,0.000158619338119249,0.000158619338119249,validinervia,321,320,162,162,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,171.7
322,322,,12,9.39844311101578e-006,9.39844311101578e-006,264___,322,320,163,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,194.573749732971
323,323,,13,1.38246212122281e-005,1.38246212122281e-005,182___,323,322,163,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,180.01103515625
324,324,,14,6.55166831362115e-005,6.55166831362115e-005,155___,324,323,163,168,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,174.3875
325,325,,15,0.000393100098817269,0.000393100098817269,151___,325,324,163,164,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,173.2
326,326,,16,0.00113016278409965,0.00113016278409965,latisepala,326,325,163,163,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,172.7
327,327,,16,0.000602753484853146,0.000602753484853146,elata,327,325,164,164,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,173.7
328,328,,15,7.00876145178076e-005,7.00876145178076e-005,154___,328,324,165,168,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,175.575
329,329,,16,0.000101587665986485,0.000101587665986485,terminalis,329,328,165,165,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,174.7
33,33,,2,2.99777926816883e-006,2.99777926816883e-006,506___,33,1,19,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,46.6077722502407
330,330,,16,0.000158619338119249,0.000158619338119249,153___,330,328,166,168,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,176.45
331,331,,17,0.000502294570710955,0.000502294570710955,obtusata,331,330,166,166,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,175.7
332,332,,17,0.000231828263405056,0.000231828263405056,152___,332,330,167,168,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,177.2
333,333,,18,0.000311769043889558,0.000311769043889558,mitchellii,333,332,167,167,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,176.7
334,334,,18,0.000904130227279718,0.000904130227279718,gittinsii,334,332,168,168,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,177.7
335,335,,14,1.58341545933401e-005,1.58341545933401e-005,181___,335,323,169,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,185.6345703125
336,336,,15,2.62066732544846e-005,2.62066732544846e-005,161___,336,335,169,175,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,181.0125
337,337,,16,3.63104508947678e-005,3.63104508947678e-005,157___,337,336,169,171,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,179.45
338,338,,17,4.36777887574743e-005,4.36777887574743e-005,hakeoides,338,337,169,169,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,178.7
339,339,,17,6.50453400920661e-005,6.50453400920661e-005,156___,339,337,170,171,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,180.2
34,34,,3,6.19267278958711e-005,6.19267278958711e-005,17___,34,33,19,21,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,29.45
340,340,,18,7.0635174006228e-005,7.0635174006228e-005,brachybotrya,340,339,170,170,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,179.7
341,341,,18,0.000282540696024912,0.000282540696024912,argyrophylla,341,339,171,171,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,180.7
342,342,,16,4.00057622690141e-005,4.00057622690141e-005,160___,342,336,172,175,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,182.575
343,343,,17,0.000282540696024912,0.000282540696024912,gladiiformis,343,342,172,172,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,181.7
344,344,,17,4.58949353949096e-005,4.58949353949096e-005,159___,344,342,173,175,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,183.45
345,345,,18,0.000167431523570318,0.000167431523570318,beckleri,345,344,173,173,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,182.7
346,346,,18,5.75879125655872e-005,5.75879125655872e-005,158___,346,344,174,175,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,184.2
347,347,,19,0.00301376742426573,0.00301376742426573,pedina,347,346,174,174,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,183.7
348,348,,19,5.7957065851264e-005,5.7957065851264e-005,pycnantha,348,346,175,175,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,184.7
349,349,,15,2.22692174206827e-005,2.22692174206827e-005,180___,349,335,176,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,190.256640625
35,35,,4,0.000602753484853146,0.000602753484853146,bakeri,35,34,19,19,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,28.7
350,350,,16,4.22490760411083e-005,4.22490760411083e-005,166___,350,349,176,181,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,187.0125
351,351,,17,0.000114446864212623,0.000114446864212623,euthycarpa,351,350,176,176,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,185.7
352,352,,17,5.3184131016454e-005,5.3184131016454e-005,165___,352,350,177,181,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,188.325
353,353,,18,0.000136989428375715,0.000136989428375715,162___,353,352,177,178,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,187.2
354,354,,19,0.0022603255681993,0.0022603255681993,gillii,354,353,177,177,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,186.7
355,355,,19,0.000139096958043034,0.000139096958043034,notabilis,355,353,178,178,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,187.7
356,356,,18,8.00115245380282e-005,8.00115245380282e-005,164___,356,352,179,181,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,189.45
357,357,,19,0.000361652090911887,0.000361652090911887,subulata,357,356,179,179,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,188.7
358,358,,19,0.000102742071281786,0.000102742071281786,163___,358,356,180,181,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,190.2
359,359,,20,0.000821936570254289,0.000821936570254289,wattsiana,359,358,180,180,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,189.7
36,36,,4,6.90175746015052e-005,6.90175746015052e-005,16___,36,34,20,21,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,30.2
360,360,,20,0.000117419510036327,0.000117419510036327,hemiteles,360,358,181,181,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,190.7
361,361,,16,2.81660506940722e-005,2.81660506940722e-005,179___,361,349,182,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,193.50078125
362,362,,17,0.000108931352684303,0.000108931352684303,jennerae,362,361,182,182,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,191.7
363,363,,17,3.63104508947678e-005,3.63104508947678e-005,178___,363,361,183,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,195.3015625
364,364,,18,9.13262855838099e-005,9.13262855838099e-005,167___,364,363,183,184,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,193.2
365,365,,19,9.13262855838099e-005,9.13262855838099e-005,calamifolia,365,364,183,183,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,192.7
366,366,,19,0.00301376742426573,0.00301376742426573,araneosa,366,364,184,184,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,193.7
367,367,,18,4.96774850153691e-005,4.96774850153691e-005,177___,367,363,185,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,197.403125
368,368,,19,0.000282540696024912,0.000282540696024912,168___,368,367,185,186,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,195.2
369,369,,20,0.000376720928033216,0.000376720928033216,aestivalis,369,368,185,185,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,194.7
37,37,,5,7.66212057016711e-005,7.66212057016711e-005,saligna,37,36,20,20,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,29.7
370,370,,20,0.000821936570254289,0.000821936570254289,meisneri,370,368,186,186,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,195.7
371,371,,19,5.07938329932426e-005,5.07938329932426e-005,176___,371,367,187,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,199.60625
372,372,,20,0.000120550696970629,0.000120550696970629,171___,372,371,187,190,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,197.575
373,373,,21,0.0012916146103996,0.0012916146103996,alcockii,373,372,187,187,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,196.7
374,374,,21,0.000120550696970629,0.000120550696970629,170___,374,372,188,190,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,198.45
375,375,,22,0.000251147285355477,0.000251147285355477,anceps,375,374,188,188,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,197.7
376,376,,22,0.000167431523570318,0.000167431523570318,169___,376,374,189,190,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,199.2
377,377,,23,0.000502294570710955,0.000502294570710955,nematophylla,377,376,189,189,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,198.7
378,378,,23,0.000205484142563572,0.000205484142563572,retinodes,378,376,190,190,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,199.7
379,379,,20,8.77796337164775e-005,8.77796337164775e-005,175___,379,371,191,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,201.6375
38,38,,5,0.000695484790215168,0.000695484790215168,gregorii,38,36,21,21,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,30.7
380,380,,21,0.000502294570710955,0.000502294570710955,rivalis,380,379,191,191,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,200.7
381,381,,21,0.000106368262032908,0.000106368262032908,174___,381,379,192,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,202.575
382,382,,22,0.000602753484853146,0.000602753484853146,harveyi,382,381,192,192,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,201.7
383,383,,22,0.000117419510036327,0.000117419510036327,173___,383,381,193,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,203.45
384,384,,23,0.00452065113639859,0.00452065113639859,amblyophylla,384,383,193,193,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,202.7
385,385,,23,0.000120550696970629,0.000120550696970629,172___,385,383,194,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,204.2
386,386,,24,0.000120550696970629,0.000120550696970629,microbotrya,386,385,194,194,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,203.7
387,387,,24,0.00452065113639859,0.00452065113639859,bartleana,387,385,195,195,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,204.7
388,388,,13,1.56967053347173e-005,1.56967053347173e-005,263___,388,322,196,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,209.136464309692
389,389,,14,5.41395345676478e-005,5.41395345676478e-005,184___,389,388,196,198,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,206.45
39,39,,3,2.99877355648331e-006,2.99877355648331e-006,505___,39,33,22,510,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,63.7655445004813
390,390,,15,0.000200917828284382,0.000200917828284382,macradenia,390,389,196,196,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,205.7
391,391,,15,5.7957065851264e-005,5.7957065851264e-005,183___,391,389,197,198,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,207.2
392,392,,16,0.000114446864212623,0.000114446864212623,bancroftiorum,392,391,197,197,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,206.7
393,393,,16,0.000101587665986485,0.000101587665986485,falcata,393,391,198,198,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,207.7
394,394,,14,1.62030506680953e-005,1.62030506680953e-005,262___,394,388,199,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,211.822928619385
395,395,,15,3.64568640032145e-005,3.64568640032145e-005,decora,395,394,199,199,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,208.7
396,396,,15,1.77978391196795e-005,1.77978391196795e-005,261___,396,394,200,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,214.94585723877
397,397,,16,9.82750247043172e-005,9.82750247043172e-005,rubida,397,396,200,200,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,209.7
398,398,,16,1.78329433388505e-005,1.78329433388505e-005,260___,398,396,201,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,220.191714477539
399,399,,17,7.86200197634538e-005,7.86200197634538e-005,188___,399,398,201,205,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,211.6375
4,4,,4,0.0022603255681993,0.0022603255681993,semicircinalis,4,3,3,3,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,12.7
40,40,,4,1.11072509493823e-005,1.11072509493823e-005,28___,40,39,22,33,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,35.028125
400,400,,18,0.000502294570710955,0.000502294570710955,semilunata,400,399,201,201,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,210.7
401,401,,18,7.93096690596244e-005,7.93096690596244e-005,187___,401,399,202,205,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,212.575
402,402,,19,0.00452065113639859,0.00452065113639859,beadleana,402,401,202,202,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,211.7
403,403,,19,8.07259131499748e-005,8.07259131499748e-005,186___,403,401,203,205,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,213.45
404,404,,20,0.00180826045455944,0.00180826045455944,pubicosta,404,403,203,203,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,212.7
405,405,,20,8.37157617851591e-005,8.37157617851591e-005,185___,405,403,204,205,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,214.2
406,406,,21,8.95178442851206e-005,8.95178442851206e-005,conferta,406,405,204,204,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,213.7
407,407,,21,0.000645807305199799,0.000645807305199799,tindaleae,407,405,205,205,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,214.7
408,408,,17,1.83393555229152e-005,1.83393555229152e-005,259___,408,398,206,277,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,228.745928955078
409,409,,18,3.49085029837729e-005,3.49085029837729e-005,203___,409,408,206,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,217.787890625
41,41,,5,9.82750247043172e-005,9.82750247043172e-005,19___,41,40,22,24,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,32.45
410,410,,19,0.000231828263405056,0.000231828263405056,cultriformis,410,409,206,206,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,215.7
411,411,,19,3.63104508947678e-005,3.63104508947678e-005,202___,411,409,207,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,219.87578125
412,412,,20,0.000602753484853146,0.000602753484853146,189___,412,411,207,208,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,217.2
413,413,,21,0.000695484790215168,0.000695484790215168,anaticeps,413,412,207,207,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,216.7
414,414,,21,0.00452065113639859,0.00452065113639859,chrysotricha,414,412,208,208,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,217.7
415,415,,20,3.8473626692754e-005,3.8473626692754e-005,201___,415,411,209,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,222.5515625
416,416,,21,6.74724050208745e-005,6.74724050208745e-005,193___,416,415,209,213,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,220.325
417,417,,22,0.00026592065508227,0.00026592065508227,190___,417,416,209,210,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,219.2
418,418,,23,0.000410968285127145,0.000410968285127145,linearifolia,418,417,209,209,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,218.7
419,419,,23,0.000565081392049824,0.000565081392049824,adunca,419,417,210,210,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,219.7
42,42,,6,0.000167431523570318,0.000167431523570318,longispinea,42,41,22,22,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,31.7
420,420,,22,7.72760878016853e-005,7.72760878016853e-005,192___,420,416,211,213,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,221.45
421,421,,23,8.95178442851206e-005,8.95178442851206e-005,neriifolia,421,420,211,211,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,220.7
422,422,,23,0.00024435952088641,0.00024435952088641,191___,422,420,212,213,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,222.2
423,423,,24,0.000282540696024912,0.000282540696024912,pustula,423,422,212,212,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,221.7
424,424,,24,0.00180826045455944,0.00180826045455944,ingramii,424,422,213,213,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,222.7
425,425,,21,5.68635363069005e-005,5.68635363069005e-005,200___,425,415,214,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,224.778125
426,426,,22,0.000410968285127145,0.000410968285127145,leucolobia,426,425,214,214,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,223.7
427,427,,22,6.19267278958711e-005,6.19267278958711e-005,199___,427,425,215,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,225.85625
428,428,,23,0.000452065113639859,0.000452065113639859,boormanii,428,427,215,215,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,224.7
429,429,,23,6.55166831362115e-005,6.55166831362115e-005,198___,429,427,216,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,227.0125
43,43,,6,0.000237929007178873,0.000237929007178873,18___,43,41,23,24,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,33.2
430,430,,24,0.00452065113639859,0.00452065113639859,clunies,430,429,216,216,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,225.7
431,431,,24,6.55166831362115e-005,6.55166831362115e-005,197___,431,429,217,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,228.325
432,432,,25,0.00053184131016454,0.00053184131016454,194___,432,431,217,218,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,227.2
433,433,,26,0.000753441856066432,0.000753441856066432,betchei,433,432,217,217,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,226.7
434,434,,26,0.00180826045455944,0.00180826045455944,perangusta,434,432,218,218,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,227.7
435,435,,25,6.90175746015052e-005,6.90175746015052e-005,196___,435,431,219,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,229.45
436,436,,26,0.000102742071281786,0.000102742071281786,fimbriata,436,435,219,219,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,228.7
437,437,,26,0.00019236813346377,0.00019236813346377,195___,437,435,220,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,230.2
438,438,,27,0.000904130227279718,0.000904130227279718,prominens,438,437,220,220,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,229.7
439,439,,27,0.00024435952088641,0.00024435952088641,pravissima,439,437,221,221,,acacia_tree_TRIMMED1__lca1__noknuckles1_EQ1_RW1,230.7
